At round 0, test loss is: 2.2157, metrics result is [0.19358043], train loss is 2.215932846069336
At round 25, test loss is: 0.8800, metrics result is [0.82252717], train loss is 0.8563222289085388
At round 26, test loss is: 0.8499, metrics result is [0.8323168], train loss is 0.826129138469696
At round 27, test loss is: 0.8225, metrics result is [0.8386599], train loss is 0.797027051448822
At round 28, test loss is: 0.7953, metrics result is [0.8463603], train loss is 0.7700972557067871
At round 29, test loss is: 0.7694, metrics result is [0.85120356], train loss is 0.7445310950279236
At round 30, test loss is: 0.7460, metrics result is [0.85577667], train loss is 0.7197725176811218
At round 31, test loss is: 0.7224, metrics result is [0.8611958], train loss is 0.6961509585380554
At round 32, test loss is: 0.7002, metrics result is [0.86513144], train loss is 0.673295795917511
At round 33, test loss is: 0.6799, metrics result is [0.8709036], train loss is 0.6522292494773865
At round 34, test loss is: 0.6605, metrics result is [0.8714716], train loss is 0.63203364610672
At round 35, test loss is: 0.6421, metrics result is [0.87523156], train loss is 0.6127126216888428
At round 36, test loss is: 0.6239, metrics result is [0.88064516], train loss is 0.5939337015151978
At round 37, test loss is: 0.6067, metrics result is [0.8809601], train loss is 0.5761892795562744
At round 38, test loss is: 0.5905, metrics result is [0.8857122], train loss is 0.5594849586486816
At round 39, test loss is: 0.5756, metrics result is [0.88621116], train loss is 0.543886661529541
At round 40, test loss is: 0.5612, metrics result is [0.88705045], train loss is 0.5286723971366882
At round 41, test loss is: 0.5465, metrics result is [0.89100856], train loss is 0.5135560631752014
At round 42, test loss is: 0.5342, metrics result is [0.8938297], train loss is 0.5002097487449646
At round 43, test loss is: 0.5204, metrics result is [0.8958683], train loss is 0.48609691858291626
At round 44, test loss is: 0.5076, metrics result is [0.9000167], train loss is 0.4730636477470398
At round 45, test loss is: 0.4956, metrics result is [0.8990388], train loss is 0.46085798740386963
At round 46, test loss is: 0.4839, metrics result is [0.9020615], train loss is 0.4488874673843384
At round 47, test loss is: 0.4738, metrics result is [0.9034121], train loss is 0.43767401576042175
At round 48, test loss is: 0.4630, metrics result is [0.90648836], train loss is 0.42683830857276917
At round 49, test loss is: 0.4545, metrics result is [0.9074962], train loss is 0.4166583716869354
At round 50, test loss is: 0.4444, metrics result is [0.90882856], train loss is 0.40629416704177856
At round 51, test loss is: 0.4353, metrics result is [0.9101278], train loss is 0.3967529237270355
At round 52, test loss is: 0.4274, metrics result is [0.91051835], train loss is 0.38724908232688904
At round 53, test loss is: 0.4189, metrics result is [0.91251045], train loss is 0.3779347538948059
At round 54, test loss is: 0.4110, metrics result is [0.9132602], train loss is 0.36949270963668823
At round 55, test loss is: 0.4038, metrics result is [0.9147462], train loss is 0.361332505941391
At round 56, test loss is: 0.3967, metrics result is [0.9144161], train loss is 0.3533409833908081
At round 57, test loss is: 0.3892, metrics result is [0.9160109], train loss is 0.3452815115451813
At round 58, test loss is: 0.3832, metrics result is [0.9159952], train loss is 0.3382090628147125
At round 59, test loss is: 0.3772, metrics result is [0.9163486], train loss is 0.33113032579421997
At round 60, test loss is: 0.3701, metrics result is [0.917624], train loss is 0.3238386809825897
At round 61, test loss is: 0.3631, metrics result is [0.9159148], train loss is 0.3174026310443878
At round 62, test loss is: 0.3573, metrics result is [0.91917694], train loss is 0.31083226203918457
At round 63, test loss is: 0.3518, metrics result is [0.9177889], train loss is 0.30469316244125366
At round 64, test loss is: 0.3467, metrics result is [0.91919726], train loss is 0.2987060546875
At round 65, test loss is: 0.3419, metrics result is [0.92047656], train loss is 0.2931338846683502
At round 66, test loss is: 0.3367, metrics result is [0.9204631], train loss is 0.2871677875518799
At round 67, test loss is: 0.3316, metrics result is [0.9199663], train loss is 0.28193533420562744
At round 68, test loss is: 0.3280, metrics result is [0.9206097], train loss is 0.27669069170951843
At round 69, test loss is: 0.3243, metrics result is [0.92216325], train loss is 0.2713160514831543
At round 70, test loss is: 0.3200, metrics result is [0.92288953], train loss is 0.26665765047073364
At round 71, test loss is: 0.3154, metrics result is [0.9232723], train loss is 0.2620212435722351
At round 72, test loss is: 0.3107, metrics result is [0.92324275], train loss is 0.25740790367126465
At round 73, test loss is: 0.3072, metrics result is [0.9235752], train loss is 0.2528878152370453
At round 74, test loss is: 0.3043, metrics result is [0.92365205], train loss is 0.24883712828159332
At round 75, test loss is: 0.3011, metrics result is [0.9232563], train loss is 0.2447446882724762
At round 76, test loss is: 0.2976, metrics result is [0.924566], train loss is 0.2409307062625885
At round 77, test loss is: 0.2933, metrics result is [0.9254425], train loss is 0.23673290014266968
At round 78, test loss is: 0.2895, metrics result is [0.9267554], train loss is 0.23273922502994537
At round 79, test loss is: 0.2878, metrics result is [0.9268583], train loss is 0.2294791340827942
At round 80, test loss is: 0.2842, metrics result is [0.92634255], train loss is 0.22544331848621368
At round 81, test loss is: 0.2809, metrics result is [0.92694205], train loss is 0.2218640297651291
At round 82, test loss is: 0.2775, metrics result is [0.92798567], train loss is 0.21887125074863434
At round 83, test loss is: 0.2750, metrics result is [0.929384], train loss is 0.2154618203639984
At round 84, test loss is: 0.2732, metrics result is [0.9278131], train loss is 0.21255654096603394
At round 85, test loss is: 0.2704, metrics result is [0.9276802], train loss is 0.2091953307390213
At round 86, test loss is: 0.2672, metrics result is [0.9294497], train loss is 0.20608678460121155
At round 87, test loss is: 0.2649, metrics result is [0.9290598], train loss is 0.2030273675918579
At round 88, test loss is: 0.2624, metrics result is [0.92925215], train loss is 0.1999979019165039
At round 89, test loss is: 0.2615, metrics result is [0.9279068], train loss is 0.19749993085861206
At round 90, test loss is: 0.2594, metrics result is [0.9287335], train loss is 0.19479109346866608
At round 91, test loss is: 0.2577, metrics result is [0.93056303], train loss is 0.1923660784959793
At round 92, test loss is: 0.2576, metrics result is [0.9285923], train loss is 0.19011043012142181
At round 93, test loss is: 0.2546, metrics result is [0.9299996], train loss is 0.18708018958568573
At round 94, test loss is: 0.2534, metrics result is [0.9303722], train loss is 0.1846095323562622
At round 95, test loss is: 0.2512, metrics result is [0.9304524], train loss is 0.18212327361106873
At round 96, test loss is: 0.2497, metrics result is [0.9303901], train loss is 0.17967143654823303
At round 97, test loss is: 0.2481, metrics result is [0.93063265], train loss is 0.1776019036769867
At round 98, test loss is: 0.2453, metrics result is [0.93162394], train loss is 0.17503999173641205
At round 99, test loss is: 0.2431, metrics result is [0.9318419], train loss is 0.1730419546365738
At round 100, test loss is: 0.2412, metrics result is [0.9318151], train loss is 0.17069518566131592
At round 101, test loss is: 0.2397, metrics result is [0.932358], train loss is 0.16842012107372284
At round 102, test loss is: 0.2399, metrics result is [0.93115205], train loss is 0.1665375530719757
At round 103, test loss is: 0.2390, metrics result is [0.9320044], train loss is 0.16433511674404144
At round 104, test loss is: 0.2381, metrics result is [0.93130404], train loss is 0.16231726109981537
At round 105, test loss is: 0.2362, metrics result is [0.93213904], train loss is 0.16040925681591034
At round 106, test loss is: 0.2343, metrics result is [0.93116045], train loss is 0.15875962376594543
At round 107, test loss is: 0.2327, metrics result is [0.9327905], train loss is 0.15686719119548798
At round 108, test loss is: 0.2309, metrics result is [0.9326529], train loss is 0.1550229787826538
At round 109, test loss is: 0.2295, metrics result is [0.9328421], train loss is 0.1531631052494049
At round 110, test loss is: 0.2282, metrics result is [0.931511], train loss is 0.15147699415683746
At round 111, test loss is: 0.2271, metrics result is [0.9337806], train loss is 0.14979268610477448
At round 112, test loss is: 0.2272, metrics result is [0.9334439], train loss is 0.1483178734779358
At round 113, test loss is: 0.2263, metrics result is [0.93506044], train loss is 0.14657440781593323
At round 114, test loss is: 0.2253, metrics result is [0.9344652], train loss is 0.14476673305034637
At round 115, test loss is: 0.2248, metrics result is [0.9319329], train loss is 0.1432604193687439
At round 116, test loss is: 0.2240, metrics result is [0.93261194], train loss is 0.1420440971851349
At round 117, test loss is: 0.2217, metrics result is [0.9341074], train loss is 0.1404295563697815
At round 118, test loss is: 0.2195, metrics result is [0.9326907], train loss is 0.13868820667266846
At round 119, test loss is: 0.2197, metrics result is [0.9343292], train loss is 0.13688044250011444
At round 120, test loss is: 0.2194, metrics result is [0.9350617], train loss is 0.13565677404403687
At round 121, test loss is: 0.2181, metrics result is [0.93485785], train loss is 0.13444796204566956
At round 122, test loss is: 0.2188, metrics result is [0.93337554], train loss is 0.13326454162597656
At round 123, test loss is: 0.2180, metrics result is [0.9348903], train loss is 0.1319684386253357
At round 124, test loss is: 0.2158, metrics result is [0.9333624], train loss is 0.1301366686820984
At round 125, test loss is: 0.2163, metrics result is [0.93404526], train loss is 0.1289014369249344
At round 126, test loss is: 0.2144, metrics result is [0.9347373], train loss is 0.12720085680484772
At round 127, test loss is: 0.2130, metrics result is [0.9354273], train loss is 0.12605984508991241
At round 128, test loss is: 0.2131, metrics result is [0.9339577], train loss is 0.12522394955158234
At round 129, test loss is: 0.2124, metrics result is [0.9353973], train loss is 0.12392429262399673
At round 130, test loss is: 0.2120, metrics result is [0.9356934], train loss is 0.1228034496307373
At round 131, test loss is: 0.2108, metrics result is [0.9357112], train loss is 0.12161868810653687
At round 132, test loss is: 0.2103, metrics result is [0.9356626], train loss is 0.12031814455986023
At round 133, test loss is: 0.2094, metrics result is [0.93552935], train loss is 0.11919386684894562
At round 134, test loss is: 0.2076, metrics result is [0.93781686], train loss is 0.11821432411670685
At round 135, test loss is: 0.2079, metrics result is [0.937445], train loss is 0.11709632724523544
At round 136, test loss is: 0.2077, metrics result is [0.9366295], train loss is 0.11584963649511337
At round 137, test loss is: 0.2075, metrics result is [0.93693054], train loss is 0.11479360610246658
At round 138, test loss is: 0.2073, metrics result is [0.9379189], train loss is 0.11363504081964493
At round 139, test loss is: 0.2071, metrics result is [0.9371128], train loss is 0.11251026391983032
At round 140, test loss is: 0.2055, metrics result is [0.9373381], train loss is 0.11157305538654327
At round 141, test loss is: 0.2053, metrics result is [0.93741524], train loss is 0.11047893762588501
At round 142, test loss is: 0.2060, metrics result is [0.9369677], train loss is 0.1096048578619957
At round 143, test loss is: 0.2049, metrics result is [0.93825096], train loss is 0.10877953469753265
At round 144, test loss is: 0.2047, metrics result is [0.9371499], train loss is 0.1075645461678505
At round 145, test loss is: 0.2039, metrics result is [0.93714523], train loss is 0.10649657994508743
At round 146, test loss is: 0.2041, metrics result is [0.9381376], train loss is 0.10567539185285568
At round 147, test loss is: 0.2039, metrics result is [0.93740046], train loss is 0.10454075038433075
At round 148, test loss is: 0.2037, metrics result is [0.93800807], train loss is 0.10384797304868698
At round 149, test loss is: 0.2019, metrics result is [0.9382033], train loss is 0.10272421687841415
At round 150, test loss is: 0.2025, metrics result is [0.9381378], train loss is 0.10171972215175629
At round 151, test loss is: 0.2015, metrics result is [0.9379446], train loss is 0.10108457505702972
At round 152, test loss is: 0.2013, metrics result is [0.9389995], train loss is 0.10013547539710999
At round 153, test loss is: 0.2012, metrics result is [0.9383661], train loss is 0.0996580421924591
At round 154, test loss is: 0.1999, metrics result is [0.9383696], train loss is 0.09836352616548538
At round 155, test loss is: 0.1995, metrics result is [0.93840516], train loss is 0.09753989428281784
At round 156, test loss is: 0.1991, metrics result is [0.9381683], train loss is 0.09664338827133179
At round 157, test loss is: 0.1984, metrics result is [0.93807334], train loss is 0.09595965594053268
At round 158, test loss is: 0.1981, metrics result is [0.9383036], train loss is 0.09504512697458267
At round 159, test loss is: 0.1983, metrics result is [0.93810195], train loss is 0.09410089254379272
At round 160, test loss is: 0.1987, metrics result is [0.9384148], train loss is 0.09344922751188278
At round 161, test loss is: 0.1983, metrics result is [0.9383874], train loss is 0.0925683081150055
At round 162, test loss is: 0.1976, metrics result is [0.9388943], train loss is 0.09155863523483276
At round 163, test loss is: 0.1978, metrics result is [0.9387239], train loss is 0.09088342636823654
At round 164, test loss is: 0.1966, metrics result is [0.93880564], train loss is 0.09039249271154404
At round 165, test loss is: 0.1966, metrics result is [0.93953085], train loss is 0.08937752991914749
At round 166, test loss is: 0.1964, metrics result is [0.9393476], train loss is 0.08874720335006714
At round 167, test loss is: 0.1952, metrics result is [0.9400025], train loss is 0.08790183812379837
At round 168, test loss is: 0.1961, metrics result is [0.93971664], train loss is 0.08737082779407501
At round 169, test loss is: 0.1964, metrics result is [0.9395175], train loss is 0.08675187081098557
At round 170, test loss is: 0.1964, metrics result is [0.9382756], train loss is 0.08588505536317825
At round 171, test loss is: 0.1953, metrics result is [0.93908834], train loss is 0.08523420989513397
At round 172, test loss is: 0.1942, metrics result is [0.93990237], train loss is 0.08474366366863251
At round 173, test loss is: 0.1938, metrics result is [0.9401076], train loss is 0.0836581215262413
At round 174, test loss is: 0.1941, metrics result is [0.94009376], train loss is 0.08311906456947327
At round 175, test loss is: 0.1935, metrics result is [0.9400863], train loss is 0.08226494491100311
At round 176, test loss is: 0.1940, metrics result is [0.93981206], train loss is 0.08199801295995712
At round 177, test loss is: 0.1929, metrics result is [0.93958765], train loss is 0.08116104453802109
At round 178, test loss is: 0.1926, metrics result is [0.9393894], train loss is 0.08068032562732697
At round 179, test loss is: 0.1933, metrics result is [0.9396125], train loss is 0.07983210682868958
At round 180, test loss is: 0.1938, metrics result is [0.9395306], train loss is 0.07899226993322372
At round 181, test loss is: 0.1936, metrics result is [0.93961257], train loss is 0.07855245471000671
At round 182, test loss is: 0.1931, metrics result is [0.9396441], train loss is 0.07787421345710754
At round 183, test loss is: 0.1925, metrics result is [0.9392428], train loss is 0.07710331678390503
At round 184, test loss is: 0.1929, metrics result is [0.93974143], train loss is 0.07638941705226898
At round 185, test loss is: 0.1932, metrics result is [0.93950593], train loss is 0.07601206004619598
At round 186, test loss is: 0.1929, metrics result is [0.9393791], train loss is 0.07524534314870834
At round 187, test loss is: 0.1946, metrics result is [0.9395752], train loss is 0.07468190044164658
At round 188, test loss is: 0.1944, metrics result is [0.9394783], train loss is 0.07410240918397903
At round 189, test loss is: 0.1945, metrics result is [0.93906623], train loss is 0.07365313172340393
At round 190, test loss is: 0.1936, metrics result is [0.93930227], train loss is 0.07303622364997864
At round 191, test loss is: 0.1922, metrics result is [0.94058585], train loss is 0.07215604186058044
At round 192, test loss is: 0.1917, metrics result is [0.9400663], train loss is 0.07190833240747452
At round 193, test loss is: 0.1916, metrics result is [0.94030225], train loss is 0.07137907296419144
At round 194, test loss is: 0.1913, metrics result is [0.9396573], train loss is 0.07086413353681564
At round 195, test loss is: 0.1907, metrics result is [0.9412013], train loss is 0.07035303860902786
At round 196, test loss is: 0.1905, metrics result is [0.9416354], train loss is 0.069578617811203
At round 197, test loss is: 0.1912, metrics result is [0.9409084], train loss is 0.06901324540376663
At round 198, test loss is: 0.1911, metrics result is [0.9414186], train loss is 0.06849440187215805
At round 199, test loss is: 0.1914, metrics result is [0.9404084], train loss is 0.06816317141056061
