At round 0, test loss is: 2.0814, metrics result is [0.27246505], train loss is 2.074897289276123
At round 57, test loss is: 0.2997, metrics result is [0.94536644], train loss is 0.28153756260871887
At round 58, test loss is: 0.2968, metrics result is [0.9461384], train loss is 0.27816176414489746
At round 59, test loss is: 0.2927, metrics result is [0.9471308], train loss is 0.2744702398777008
At round 60, test loss is: 0.2894, metrics result is [0.94714165], train loss is 0.271096408367157
At round 61, test loss is: 0.2863, metrics result is [0.9467787], train loss is 0.2679385840892792
At round 62, test loss is: 0.2836, metrics result is [0.94756997], train loss is 0.2647927701473236
At round 63, test loss is: 0.2812, metrics result is [0.94717765], train loss is 0.26171937584877014
At round 64, test loss is: 0.2787, metrics result is [0.94717276], train loss is 0.2587526738643646
At round 65, test loss is: 0.2757, metrics result is [0.94771034], train loss is 0.2558020353317261
At round 66, test loss is: 0.2732, metrics result is [0.94675183], train loss is 0.2531846761703491
At round 67, test loss is: 0.2710, metrics result is [0.9465984], train loss is 0.25045445561408997
At round 68, test loss is: 0.2690, metrics result is [0.94686055], train loss is 0.24779467284679413
At round 69, test loss is: 0.2656, metrics result is [0.94877243], train loss is 0.24514271318912506
At round 70, test loss is: 0.2633, metrics result is [0.948856], train loss is 0.24270430207252502
At round 71, test loss is: 0.2609, metrics result is [0.94999766], train loss is 0.2403818666934967
At round 72, test loss is: 0.2584, metrics result is [0.9496553], train loss is 0.2378915250301361
At round 73, test loss is: 0.2564, metrics result is [0.9502736], train loss is 0.23548507690429688
At round 74, test loss is: 0.2549, metrics result is [0.94785607], train loss is 0.23325373232364655
At round 75, test loss is: 0.2524, metrics result is [0.9496665], train loss is 0.2309120148420334
At round 76, test loss is: 0.2510, metrics result is [0.9493528], train loss is 0.228878915309906
At round 77, test loss is: 0.2492, metrics result is [0.94973546], train loss is 0.2267262488603592
At round 78, test loss is: 0.2474, metrics result is [0.94905967], train loss is 0.2247305065393448
At round 79, test loss is: 0.2453, metrics result is [0.9502515], train loss is 0.2228545993566513
At round 80, test loss is: 0.2434, metrics result is [0.9505402], train loss is 0.22088713943958282
At round 81, test loss is: 0.2412, metrics result is [0.9511319], train loss is 0.21882589161396027
At round 82, test loss is: 0.2393, metrics result is [0.950459], train loss is 0.21695278584957123
At round 83, test loss is: 0.2378, metrics result is [0.95084554], train loss is 0.2149812877178192
At round 84, test loss is: 0.2361, metrics result is [0.95021904], train loss is 0.21334898471832275
At round 85, test loss is: 0.2351, metrics result is [0.95033485], train loss is 0.2115408480167389
At round 86, test loss is: 0.2327, metrics result is [0.9513298], train loss is 0.2098151594400406
At round 87, test loss is: 0.2316, metrics result is [0.95101935], train loss is 0.20821630954742432
At round 88, test loss is: 0.2298, metrics result is [0.951268], train loss is 0.206496924161911
At round 89, test loss is: 0.2282, metrics result is [0.9514602], train loss is 0.204930379986763
At round 90, test loss is: 0.2274, metrics result is [0.95024467], train loss is 0.20342567563056946
At round 91, test loss is: 0.2257, metrics result is [0.9518542], train loss is 0.20167867839336395
At round 92, test loss is: 0.2240, metrics result is [0.95276904], train loss is 0.20008575916290283
At round 93, test loss is: 0.2224, metrics result is [0.95145017], train loss is 0.1986614614725113
At round 94, test loss is: 0.2216, metrics result is [0.9515473], train loss is 0.19709652662277222
At round 95, test loss is: 0.2201, metrics result is [0.9524476], train loss is 0.19568189978599548
At round 96, test loss is: 0.2192, metrics result is [0.9521451], train loss is 0.19434858858585358
At round 97, test loss is: 0.2178, metrics result is [0.9521201], train loss is 0.19299766421318054
At round 98, test loss is: 0.2174, metrics result is [0.95189214], train loss is 0.19170153141021729
At round 99, test loss is: 0.2152, metrics result is [0.95446116], train loss is 0.1902756243944168
At round 100, test loss is: 0.2146, metrics result is [0.95284534], train loss is 0.18907375633716583
At round 101, test loss is: 0.2133, metrics result is [0.9536413], train loss is 0.187674880027771
At round 102, test loss is: 0.2124, metrics result is [0.9524439], train loss is 0.18650543689727783
At round 103, test loss is: 0.2110, metrics result is [0.95337677], train loss is 0.18522457778453827
At round 104, test loss is: 0.2104, metrics result is [0.95291275], train loss is 0.18404491245746613
At round 105, test loss is: 0.2088, metrics result is [0.952637], train loss is 0.18269096314907074
At round 106, test loss is: 0.2081, metrics result is [0.95278555], train loss is 0.18152645230293274
At round 107, test loss is: 0.2069, metrics result is [0.95272756], train loss is 0.18034440279006958
At round 108, test loss is: 0.2052, metrics result is [0.9535399], train loss is 0.17940473556518555
At round 109, test loss is: 0.2040, metrics result is [0.9535149], train loss is 0.17796123027801514
At round 110, test loss is: 0.2032, metrics result is [0.9532471], train loss is 0.1768745630979538
At round 111, test loss is: 0.2026, metrics result is [0.9543609], train loss is 0.17586790025234222
At round 112, test loss is: 0.2018, metrics result is [0.9543497], train loss is 0.17473195493221283
At round 113, test loss is: 0.2009, metrics result is [0.954982], train loss is 0.1736574023962021
At round 114, test loss is: 0.1993, metrics result is [0.9548046], train loss is 0.17264801263809204
At round 115, test loss is: 0.1988, metrics result is [0.95599294], train loss is 0.1717289388179779
At round 116, test loss is: 0.1976, metrics result is [0.9554712], train loss is 0.17055723071098328
At round 117, test loss is: 0.1971, metrics result is [0.9554892], train loss is 0.169684499502182
At round 118, test loss is: 0.1966, metrics result is [0.9554471], train loss is 0.16866539418697357
At round 119, test loss is: 0.1955, metrics result is [0.9550667], train loss is 0.16777867078781128
At round 120, test loss is: 0.1949, metrics result is [0.9555413], train loss is 0.16690896451473236
At round 121, test loss is: 0.1937, metrics result is [0.9550762], train loss is 0.16589438915252686
At round 122, test loss is: 0.1938, metrics result is [0.9554508], train loss is 0.16501544415950775
At round 123, test loss is: 0.1924, metrics result is [0.95512617], train loss is 0.1640423983335495
At round 124, test loss is: 0.1914, metrics result is [0.9566593], train loss is 0.1630593240261078
At round 125, test loss is: 0.1911, metrics result is [0.95514816], train loss is 0.16215097904205322
At round 126, test loss is: 0.1897, metrics result is [0.95504004], train loss is 0.16136226058006287
At round 127, test loss is: 0.1888, metrics result is [0.9562339], train loss is 0.16047734022140503
At round 128, test loss is: 0.1883, metrics result is [0.9560825], train loss is 0.159535214304924
At round 129, test loss is: 0.1878, metrics result is [0.95573527], train loss is 0.1588209569454193
At round 130, test loss is: 0.1875, metrics result is [0.955841], train loss is 0.15797428786754608
At round 131, test loss is: 0.1865, metrics result is [0.9558748], train loss is 0.15712884068489075
At round 132, test loss is: 0.1858, metrics result is [0.95635086], train loss is 0.15636074542999268
At round 133, test loss is: 0.1851, metrics result is [0.9570623], train loss is 0.15556955337524414
At round 134, test loss is: 0.1845, metrics result is [0.95642066], train loss is 0.15478111803531647
At round 135, test loss is: 0.1833, metrics result is [0.9558556], train loss is 0.15400856733322144
At round 136, test loss is: 0.1828, metrics result is [0.9568744], train loss is 0.1532287746667862
At round 137, test loss is: 0.1827, metrics result is [0.95662385], train loss is 0.1524587720632553
At round 138, test loss is: 0.1822, metrics result is [0.9560097], train loss is 0.15161831676959991
At round 139, test loss is: 0.1817, metrics result is [0.95633334], train loss is 0.1509203165769577
At round 140, test loss is: 0.1807, metrics result is [0.9572523], train loss is 0.15024727582931519
At round 141, test loss is: 0.1794, metrics result is [0.95743483], train loss is 0.14937669038772583
At round 142, test loss is: 0.1795, metrics result is [0.9575503], train loss is 0.14882685244083405
At round 143, test loss is: 0.1782, metrics result is [0.95758605], train loss is 0.14809471368789673
At round 144, test loss is: 0.1780, metrics result is [0.95702004], train loss is 0.14757870137691498
At round 145, test loss is: 0.1776, metrics result is [0.95803535], train loss is 0.14676864445209503
At round 146, test loss is: 0.1775, metrics result is [0.9570298], train loss is 0.14599846303462982
At round 147, test loss is: 0.1766, metrics result is [0.957033], train loss is 0.14530736207962036
At round 148, test loss is: 0.1756, metrics result is [0.95768213], train loss is 0.1446654200553894
At round 149, test loss is: 0.1754, metrics result is [0.9566339], train loss is 0.1439668983221054
At round 150, test loss is: 0.1747, metrics result is [0.95684654], train loss is 0.14338451623916626
At round 151, test loss is: 0.1742, metrics result is [0.9575541], train loss is 0.14276498556137085
At round 152, test loss is: 0.1740, metrics result is [0.95688134], train loss is 0.14204013347625732
At round 153, test loss is: 0.1733, metrics result is [0.95753646], train loss is 0.14159327745437622
At round 154, test loss is: 0.1726, metrics result is [0.9581565], train loss is 0.14090891182422638
At round 155, test loss is: 0.1721, metrics result is [0.958534], train loss is 0.14038172364234924
At round 156, test loss is: 0.1717, metrics result is [0.95786124], train loss is 0.1396149843931198
At round 157, test loss is: 0.1706, metrics result is [0.959062], train loss is 0.13904869556427002
At round 158, test loss is: 0.1706, metrics result is [0.958856], train loss is 0.13851389288902283
At round 159, test loss is: 0.1699, metrics result is [0.95771253], train loss is 0.13787008821964264
At round 160, test loss is: 0.1698, metrics result is [0.95874], train loss is 0.13722388446331024
At round 161, test loss is: 0.1690, metrics result is [0.95963615], train loss is 0.1367332488298416
At round 162, test loss is: 0.1684, metrics result is [0.95873374], train loss is 0.13606132566928864
At round 163, test loss is: 0.1676, metrics result is [0.95870835], train loss is 0.13540402054786682
At round 164, test loss is: 0.1677, metrics result is [0.9586345], train loss is 0.13497523963451385
At round 165, test loss is: 0.1668, metrics result is [0.95841306], train loss is 0.13439561426639557
At round 166, test loss is: 0.1666, metrics result is [0.95822847], train loss is 0.1338476836681366
At round 167, test loss is: 0.1663, metrics result is [0.9586506], train loss is 0.1332298070192337
At round 168, test loss is: 0.1653, metrics result is [0.9598261], train loss is 0.13275490701198578
At round 169, test loss is: 0.1653, metrics result is [0.95886725], train loss is 0.1323697715997696
At round 170, test loss is: 0.1645, metrics result is [0.959477], train loss is 0.13176748156547546
At round 171, test loss is: 0.1648, metrics result is [0.95892996], train loss is 0.1312144249677658
At round 172, test loss is: 0.1642, metrics result is [0.9578163], train loss is 0.130772203207016
At round 173, test loss is: 0.1642, metrics result is [0.9587261], train loss is 0.1301833689212799
At round 174, test loss is: 0.1635, metrics result is [0.9591391], train loss is 0.1296875923871994
At round 175, test loss is: 0.1631, metrics result is [0.95903975], train loss is 0.12920154631137848
At round 176, test loss is: 0.1630, metrics result is [0.958656], train loss is 0.12867078185081482
At round 177, test loss is: 0.1630, metrics result is [0.95934814], train loss is 0.12827061116695404
At round 178, test loss is: 0.1623, metrics result is [0.9588313], train loss is 0.12771004438400269
At round 179, test loss is: 0.1623, metrics result is [0.9597587], train loss is 0.12720808386802673
At round 180, test loss is: 0.1612, metrics result is [0.959164], train loss is 0.12666161358356476
At round 181, test loss is: 0.1613, metrics result is [0.95964843], train loss is 0.1263628900051117
At round 182, test loss is: 0.1609, metrics result is [0.9597538], train loss is 0.1258036196231842
At round 183, test loss is: 0.1597, metrics result is [0.9597423], train loss is 0.12537884712219238
At round 184, test loss is: 0.1601, metrics result is [0.9589719], train loss is 0.12491518259048462
At round 185, test loss is: 0.1594, metrics result is [0.95947564], train loss is 0.1244279220700264
At round 186, test loss is: 0.1590, metrics result is [0.96025336], train loss is 0.12395834922790527
At round 187, test loss is: 0.1594, metrics result is [0.9585414], train loss is 0.123599112033844
At round 188, test loss is: 0.1583, metrics result is [0.9595574], train loss is 0.12312950193881989
At round 189, test loss is: 0.1580, metrics result is [0.9592445], train loss is 0.12263397872447968
At round 190, test loss is: 0.1578, metrics result is [0.959376], train loss is 0.12215446680784225
At round 191, test loss is: 0.1574, metrics result is [0.95974624], train loss is 0.12177035957574844
At round 192, test loss is: 0.1566, metrics result is [0.9598411], train loss is 0.12139184027910233
At round 193, test loss is: 0.1564, metrics result is [0.9595503], train loss is 0.1208774745464325
At round 194, test loss is: 0.1570, metrics result is [0.9592579], train loss is 0.12040548026561737
At round 195, test loss is: 0.1557, metrics result is [0.96017456], train loss is 0.120026133954525
At round 196, test loss is: 0.1559, metrics result is [0.95916265], train loss is 0.11964423209428787
At round 197, test loss is: 0.1560, metrics result is [0.9593399], train loss is 0.11930980533361435
At round 198, test loss is: 0.1555, metrics result is [0.95977616], train loss is 0.11885291337966919
At round 199, test loss is: 0.1553, metrics result is [0.9587568], train loss is 0.1183721050620079
