At round 0, test loss is: 2.0992, metrics result is [0.25121528], train loss is 2.0930192470550537
At round 126, test loss is: 0.5855, metrics result is [0.8964582], train loss is 0.6160227060317993
At round 127, test loss is: 0.5807, metrics result is [0.89865184], train loss is 0.6102108359336853
At round 128, test loss is: 0.5783, metrics result is [0.8994678], train loss is 0.6082582473754883
At round 129, test loss is: 0.5758, metrics result is [0.8997309], train loss is 0.6057908535003662
At round 130, test loss is: 0.5738, metrics result is [0.89913553], train loss is 0.6031326055526733
At round 131, test loss is: 0.5716, metrics result is [0.89807177], train loss is 0.6013639569282532
At round 132, test loss is: 0.5671, metrics result is [0.90086603], train loss is 0.5970660448074341
At round 133, test loss is: 0.5658, metrics result is [0.89885676], train loss is 0.5942090749740601
At round 134, test loss is: 0.5634, metrics result is [0.8990035], train loss is 0.5930154323577881
At round 135, test loss is: 0.5609, metrics result is [0.89945567], train loss is 0.590653657913208
At round 136, test loss is: 0.5574, metrics result is [0.8975891], train loss is 0.5869896411895752
At round 137, test loss is: 0.5570, metrics result is [0.89948064], train loss is 0.5858927369117737
At round 138, test loss is: 0.5534, metrics result is [0.89894366], train loss is 0.5824118852615356
At round 139, test loss is: 0.5495, metrics result is [0.89975893], train loss is 0.578906238079071
At round 140, test loss is: 0.5490, metrics result is [0.9006503], train loss is 0.5788559913635254
At round 141, test loss is: 0.5453, metrics result is [0.900482], train loss is 0.5740944147109985
At round 142, test loss is: 0.5434, metrics result is [0.9013456], train loss is 0.5730069875717163
At round 143, test loss is: 0.5422, metrics result is [0.9002103], train loss is 0.571495771408081
At round 144, test loss is: 0.5410, metrics result is [0.90021825], train loss is 0.5704606771469116
At round 145, test loss is: 0.5384, metrics result is [0.8997391], train loss is 0.5675041675567627
At round 146, test loss is: 0.5365, metrics result is [0.8987921], train loss is 0.5651280283927917
At round 147, test loss is: 0.5348, metrics result is [0.90076745], train loss is 0.5643312931060791
At round 148, test loss is: 0.5297, metrics result is [0.902826], train loss is 0.5590236186981201
At round 149, test loss is: 0.5290, metrics result is [0.90014845], train loss is 0.5583822727203369
At round 150, test loss is: 0.5280, metrics result is [0.9015168], train loss is 0.5573083162307739
At round 151, test loss is: 0.5255, metrics result is [0.9013836], train loss is 0.5549558997154236
At round 152, test loss is: 0.5241, metrics result is [0.90215826], train loss is 0.5536133050918579
At round 153, test loss is: 0.5232, metrics result is [0.901276], train loss is 0.5526459217071533
At round 154, test loss is: 0.5187, metrics result is [0.9020121], train loss is 0.548662543296814
At round 155, test loss is: 0.5191, metrics result is [0.90172076], train loss is 0.5487084984779358
At round 156, test loss is: 0.5156, metrics result is [0.9010926], train loss is 0.5441034436225891
At round 157, test loss is: 0.5131, metrics result is [0.9023787], train loss is 0.5429868102073669
At round 158, test loss is: 0.5136, metrics result is [0.90301156], train loss is 0.5425801277160645
At round 159, test loss is: 0.5113, metrics result is [0.9018007], train loss is 0.5403746366500854
At round 160, test loss is: 0.5102, metrics result is [0.9025422], train loss is 0.5384584069252014
At round 161, test loss is: 0.5077, metrics result is [0.9039325], train loss is 0.5359499454498291
At round 162, test loss is: 0.5060, metrics result is [0.90249395], train loss is 0.5351114273071289
At round 163, test loss is: 0.5048, metrics result is [0.90244865], train loss is 0.5337775945663452
At round 164, test loss is: 0.5012, metrics result is [0.9044371], train loss is 0.5297141075134277
At round 165, test loss is: 0.5004, metrics result is [0.9043286], train loss is 0.5307105183601379
At round 166, test loss is: 0.5004, metrics result is [0.90264297], train loss is 0.52926105260849
At round 167, test loss is: 0.4976, metrics result is [0.9034841], train loss is 0.5258104205131531
At round 168, test loss is: 0.4953, metrics result is [0.90311617], train loss is 0.5248371362686157
At round 169, test loss is: 0.4954, metrics result is [0.9027775], train loss is 0.5241936445236206
At round 170, test loss is: 0.4927, metrics result is [0.9038587], train loss is 0.5212080478668213
At round 171, test loss is: 0.4923, metrics result is [0.9028187], train loss is 0.5208455920219421
At round 172, test loss is: 0.4886, metrics result is [0.9051335], train loss is 0.5182308554649353
At round 173, test loss is: 0.4893, metrics result is [0.905326], train loss is 0.5176385641098022
At round 174, test loss is: 0.4866, metrics result is [0.90430427], train loss is 0.5156700015068054
At round 175, test loss is: 0.4848, metrics result is [0.9041151], train loss is 0.5135698914527893
At round 176, test loss is: 0.4842, metrics result is [0.9040863], train loss is 0.5134538412094116
At round 177, test loss is: 0.4845, metrics result is [0.9045923], train loss is 0.5127952694892883
At round 178, test loss is: 0.4824, metrics result is [0.90367705], train loss is 0.5112254023551941
At round 179, test loss is: 0.4788, metrics result is [0.905596], train loss is 0.5069413781166077
At round 180, test loss is: 0.4763, metrics result is [0.9058405], train loss is 0.5061402320861816
At round 181, test loss is: 0.4774, metrics result is [0.90320086], train loss is 0.5054373741149902
At round 182, test loss is: 0.4758, metrics result is [0.90505266], train loss is 0.5046144723892212
At round 183, test loss is: 0.4734, metrics result is [0.9053073], train loss is 0.5025953054428101
At round 184, test loss is: 0.4718, metrics result is [0.9041754], train loss is 0.49983471632003784
At round 185, test loss is: 0.4720, metrics result is [0.9056048], train loss is 0.5008711218833923
At round 186, test loss is: 0.4696, metrics result is [0.9053286], train loss is 0.498493492603302
At round 187, test loss is: 0.4682, metrics result is [0.9052965], train loss is 0.49643656611442566
At round 188, test loss is: 0.4681, metrics result is [0.9066764], train loss is 0.49682238698005676
At round 189, test loss is: 0.4660, metrics result is [0.90556544], train loss is 0.49506184458732605
At round 190, test loss is: 0.4673, metrics result is [0.906868], train loss is 0.4949643313884735
At round 191, test loss is: 0.4645, metrics result is [0.90639704], train loss is 0.4929427206516266
At round 192, test loss is: 0.4633, metrics result is [0.90615743], train loss is 0.4916824698448181
At round 193, test loss is: 0.4617, metrics result is [0.90649664], train loss is 0.4900491237640381
At round 194, test loss is: 0.4625, metrics result is [0.906349], train loss is 0.48954036831855774
At round 195, test loss is: 0.4577, metrics result is [0.9061579], train loss is 0.4861927032470703
At round 196, test loss is: 0.4589, metrics result is [0.9063253], train loss is 0.48751935362815857
At round 197, test loss is: 0.4587, metrics result is [0.90502715], train loss is 0.4861021041870117
At round 198, test loss is: 0.4563, metrics result is [0.9071708], train loss is 0.4844766855239868
At round 199, test loss is: 0.4556, metrics result is [0.9054693], train loss is 0.48261016607284546
