At round 0, test loss is: 2.1931, metrics result is [0.20192482], train loss is 2.188041925430298
At round 70, test loss is: 1.1149, metrics result is [0.8376814], train loss is 1.1405216455459595
At round 71, test loss is: 1.1075, metrics result is [0.8382947], train loss is 1.1328508853912354
At round 72, test loss is: 1.0983, metrics result is [0.83971834], train loss is 1.1241915225982666
At round 73, test loss is: 1.0899, metrics result is [0.83985823], train loss is 1.1154565811157227
At round 74, test loss is: 1.0835, metrics result is [0.84196794], train loss is 1.10955011844635
At round 75, test loss is: 1.0739, metrics result is [0.84331596], train loss is 1.1002236604690552
At round 76, test loss is: 1.0673, metrics result is [0.8425978], train loss is 1.0934544801712036
At round 77, test loss is: 1.0593, metrics result is [0.8451055], train loss is 1.0855885744094849
At round 78, test loss is: 1.0518, metrics result is [0.8468505], train loss is 1.0779801607131958
At round 79, test loss is: 1.0450, metrics result is [0.8478674], train loss is 1.0716358423233032
At round 80, test loss is: 1.0377, metrics result is [0.84914774], train loss is 1.0644235610961914
At round 81, test loss is: 1.0299, metrics result is [0.84868246], train loss is 1.0573517084121704
At round 82, test loss is: 1.0231, metrics result is [0.8510293], train loss is 1.0503261089324951
At round 83, test loss is: 1.0163, metrics result is [0.85154295], train loss is 1.0431333780288696
At round 84, test loss is: 1.0091, metrics result is [0.8525017], train loss is 1.0363593101501465
At round 85, test loss is: 1.0026, metrics result is [0.8519642], train loss is 1.0298367738723755
At round 86, test loss is: 0.9972, metrics result is [0.8519323], train loss is 1.0246716737747192
At round 87, test loss is: 0.9892, metrics result is [0.85244197], train loss is 1.0171560049057007
At round 88, test loss is: 0.9822, metrics result is [0.85462034], train loss is 1.0100538730621338
At round 89, test loss is: 0.9765, metrics result is [0.8552461], train loss is 1.0045746564865112
At round 90, test loss is: 0.9703, metrics result is [0.85790473], train loss is 0.9979292154312134
At round 91, test loss is: 0.9637, metrics result is [0.85770607], train loss is 0.9917939901351929
At round 92, test loss is: 0.9573, metrics result is [0.85822886], train loss is 0.9859427809715271
At round 93, test loss is: 0.9521, metrics result is [0.85834414], train loss is 0.9804616570472717
At round 94, test loss is: 0.9469, metrics result is [0.8586374], train loss is 0.9754262566566467
At round 95, test loss is: 0.9412, metrics result is [0.8593668], train loss is 0.9696208834648132
At round 96, test loss is: 0.9345, metrics result is [0.86036265], train loss is 0.963227391242981
At round 97, test loss is: 0.9292, metrics result is [0.8611815], train loss is 0.957959771156311
At round 98, test loss is: 0.9248, metrics result is [0.8610147], train loss is 0.9530263543128967
At round 99, test loss is: 0.9177, metrics result is [0.86357826], train loss is 0.9469980597496033
At round 100, test loss is: 0.9127, metrics result is [0.86235094], train loss is 0.9417881965637207
At round 101, test loss is: 0.9075, metrics result is [0.86462575], train loss is 0.9368093609809875
At round 102, test loss is: 0.9025, metrics result is [0.8644594], train loss is 0.9320801496505737
At round 103, test loss is: 0.8962, metrics result is [0.86579466], train loss is 0.9255324006080627
At round 104, test loss is: 0.8921, metrics result is [0.8659267], train loss is 0.921414852142334
At round 105, test loss is: 0.8873, metrics result is [0.866167], train loss is 0.9172427654266357
At round 106, test loss is: 0.8814, metrics result is [0.8662673], train loss is 0.911526083946228
At round 107, test loss is: 0.8778, metrics result is [0.8668396], train loss is 0.9071723222732544
At round 108, test loss is: 0.8720, metrics result is [0.8670765], train loss is 0.9022343158721924
At round 109, test loss is: 0.8674, metrics result is [0.8679268], train loss is 0.8974140882492065
At round 110, test loss is: 0.8630, metrics result is [0.8660305], train loss is 0.892871618270874
At round 111, test loss is: 0.8592, metrics result is [0.86797655], train loss is 0.8888633251190186
At round 112, test loss is: 0.8540, metrics result is [0.8684906], train loss is 0.8839391469955444
At round 113, test loss is: 0.8488, metrics result is [0.86932963], train loss is 0.8788111805915833
At round 114, test loss is: 0.8450, metrics result is [0.86839414], train loss is 0.874803900718689
At round 115, test loss is: 0.8418, metrics result is [0.8689869], train loss is 0.8718481659889221
At round 116, test loss is: 0.8366, metrics result is [0.8692024], train loss is 0.8666210174560547
At round 117, test loss is: 0.8327, metrics result is [0.8695976], train loss is 0.8625640869140625
At round 118, test loss is: 0.8280, metrics result is [0.8704452], train loss is 0.8578445315361023
At round 119, test loss is: 0.8244, metrics result is [0.86897445], train loss is 0.8545129299163818
At round 120, test loss is: 0.8197, metrics result is [0.87160665], train loss is 0.8504371047019958
At round 121, test loss is: 0.8163, metrics result is [0.8689867], train loss is 0.8469979763031006
At round 122, test loss is: 0.8123, metrics result is [0.86982363], train loss is 0.8428693413734436
At round 123, test loss is: 0.8092, metrics result is [0.87205786], train loss is 0.8393804430961609
At round 124, test loss is: 0.8036, metrics result is [0.87184423], train loss is 0.8344631195068359
At round 125, test loss is: 0.8005, metrics result is [0.87173194], train loss is 0.830710232257843
At round 126, test loss is: 0.7977, metrics result is [0.8711746], train loss is 0.8288437724113464
At round 127, test loss is: 0.7929, metrics result is [0.8729943], train loss is 0.8232855200767517
At round 128, test loss is: 0.7890, metrics result is [0.8736788], train loss is 0.8199752569198608
At round 129, test loss is: 0.7853, metrics result is [0.8744989], train loss is 0.8162357807159424
At round 130, test loss is: 0.7823, metrics result is [0.87480986], train loss is 0.81282639503479
At round 131, test loss is: 0.7794, metrics result is [0.87489647], train loss is 0.8101910352706909
At round 132, test loss is: 0.7747, metrics result is [0.87567955], train loss is 0.8055903911590576
At round 133, test loss is: 0.7717, metrics result is [0.8745652], train loss is 0.8018816113471985
At round 134, test loss is: 0.7685, metrics result is [0.87611604], train loss is 0.7994756102561951
At round 135, test loss is: 0.7653, metrics result is [0.874189], train loss is 0.7962329983711243
At round 136, test loss is: 0.7610, metrics result is [0.8741709], train loss is 0.7920655608177185
At round 137, test loss is: 0.7586, metrics result is [0.8763067], train loss is 0.7893140912055969
At round 138, test loss is: 0.7549, metrics result is [0.8752875], train loss is 0.7856628894805908
At round 139, test loss is: 0.7507, metrics result is [0.87632024], train loss is 0.7817566394805908
At round 140, test loss is: 0.7486, metrics result is [0.8752849], train loss is 0.7799665927886963
At round 141, test loss is: 0.7445, metrics result is [0.876497], train loss is 0.774993360042572
At round 142, test loss is: 0.7415, metrics result is [0.87620825], train loss is 0.7727742195129395
At round 143, test loss is: 0.7397, metrics result is [0.87599826], train loss is 0.770465612411499
At round 144, test loss is: 0.7368, metrics result is [0.876412], train loss is 0.7678273916244507
At round 145, test loss is: 0.7334, metrics result is [0.877016], train loss is 0.7644464373588562
At round 146, test loss is: 0.7307, metrics result is [0.87580335], train loss is 0.7614400386810303
At round 147, test loss is: 0.7283, metrics result is [0.87720484], train loss is 0.7594277262687683
At round 148, test loss is: 0.7236, metrics result is [0.8775278], train loss is 0.7546231150627136
At round 149, test loss is: 0.7212, metrics result is [0.8779648], train loss is 0.7525837421417236
At round 150, test loss is: 0.7192, metrics result is [0.8771048], train loss is 0.7502043843269348
At round 151, test loss is: 0.7160, metrics result is [0.8788447], train loss is 0.7470790147781372
At round 152, test loss is: 0.7134, metrics result is [0.878598], train loss is 0.7448617815971375
At round 153, test loss is: 0.7114, metrics result is [0.87910837], train loss is 0.742626428604126
At round 154, test loss is: 0.7074, metrics result is [0.87981355], train loss is 0.7389398217201233
At round 155, test loss is: 0.7059, metrics result is [0.87881935], train loss is 0.737510085105896
At round 156, test loss is: 0.7024, metrics result is [0.87844586], train loss is 0.733191967010498
At round 157, test loss is: 0.6994, metrics result is [0.8802178], train loss is 0.7311055064201355
At round 158, test loss is: 0.6982, metrics result is [0.8798485], train loss is 0.7294641137123108
At round 159, test loss is: 0.6951, metrics result is [0.8792863], train loss is 0.726223886013031
At round 160, test loss is: 0.6932, metrics result is [0.8796928], train loss is 0.7237083315849304
At round 161, test loss is: 0.6904, metrics result is [0.88064927], train loss is 0.721301257610321
At round 162, test loss is: 0.6880, metrics result is [0.88017374], train loss is 0.7189964056015015
At round 163, test loss is: 0.6860, metrics result is [0.88080835], train loss is 0.7169854640960693
At round 164, test loss is: 0.6823, metrics result is [0.8821878], train loss is 0.7132481336593628
At round 165, test loss is: 0.6805, metrics result is [0.8810208], train loss is 0.7124336361885071
At round 166, test loss is: 0.6789, metrics result is [0.88100386], train loss is 0.7101244330406189
At round 167, test loss is: 0.6757, metrics result is [0.8818758], train loss is 0.7065463066101074
At round 168, test loss is: 0.6734, metrics result is [0.881136], train loss is 0.7049009799957275
At round 169, test loss is: 0.6717, metrics result is [0.88108045], train loss is 0.7029869556427002
At round 170, test loss is: 0.6689, metrics result is [0.8822537], train loss is 0.6999062299728394
At round 171, test loss is: 0.6672, metrics result is [0.8825632], train loss is 0.6983687877655029
At round 172, test loss is: 0.6637, metrics result is [0.88278013], train loss is 0.695658802986145
At round 173, test loss is: 0.6626, metrics result is [0.88328606], train loss is 0.693684995174408
At round 174, test loss is: 0.6598, metrics result is [0.88267565], train loss is 0.6915579438209534
At round 175, test loss is: 0.6577, metrics result is [0.8825557], train loss is 0.6889816522598267
At round 176, test loss is: 0.6561, metrics result is [0.88235223], train loss is 0.6877054572105408
At round 177, test loss is: 0.6549, metrics result is [0.8812763], train loss is 0.6859533190727234
At round 178, test loss is: 0.6527, metrics result is [0.8819439], train loss is 0.6840589642524719
At round 179, test loss is: 0.6491, metrics result is [0.88301057], train loss is 0.6802623867988586
At round 180, test loss is: 0.6468, metrics result is [0.883478], train loss is 0.6786297559738159
At round 181, test loss is: 0.6456, metrics result is [0.8833591], train loss is 0.6767051815986633
At round 182, test loss is: 0.6439, metrics result is [0.8826359], train loss is 0.6752347350120544
At round 183, test loss is: 0.6411, metrics result is [0.88281703], train loss is 0.6727224588394165
At round 184, test loss is: 0.6391, metrics result is [0.88437915], train loss is 0.6701050400733948
At round 185, test loss is: 0.6380, metrics result is [0.88356626], train loss is 0.6694192290306091
At round 186, test loss is: 0.6358, metrics result is [0.883374], train loss is 0.6673461198806763
At round 187, test loss is: 0.6334, metrics result is [0.8852491], train loss is 0.6647777557373047
At round 188, test loss is: 0.6323, metrics result is [0.8837874], train loss is 0.6636455059051514
At round 189, test loss is: 0.6302, metrics result is [0.88423383], train loss is 0.6618685126304626
At round 190, test loss is: 0.6297, metrics result is [0.8839026], train loss is 0.6603513956069946
At round 191, test loss is: 0.6270, metrics result is [0.88359046], train loss is 0.6581851243972778
At round 192, test loss is: 0.6253, metrics result is [0.8849218], train loss is 0.6564375162124634
At round 193, test loss is: 0.6230, metrics result is [0.8841272], train loss is 0.6541789174079895
At round 194, test loss is: 0.6222, metrics result is [0.88458896], train loss is 0.6526657938957214
At round 195, test loss is: 0.6186, metrics result is [0.88532305], train loss is 0.649910569190979
At round 196, test loss is: 0.6185, metrics result is [0.8848883], train loss is 0.6498115062713623
At round 197, test loss is: 0.6171, metrics result is [0.8847358], train loss is 0.647880494594574
At round 198, test loss is: 0.6147, metrics result is [0.88599443], train loss is 0.6458905935287476
At round 199, test loss is: 0.6129, metrics result is [0.8863206], train loss is 0.6433901190757751
