At round 0, test loss is: 2.1688, metrics result is [0.24595793], train loss is 2.16890549659729
At round 166, test loss is: 0.1241, metrics result is [0.95911765], train loss is 0.05549900233745575
At round 167, test loss is: 0.1248, metrics result is [0.9584863], train loss is 0.055169496685266495
At round 168, test loss is: 0.1232, metrics result is [0.95889795], train loss is 0.05451478064060211
At round 169, test loss is: 0.1227, metrics result is [0.9596054], train loss is 0.0541515126824379
At round 170, test loss is: 0.1222, metrics result is [0.9601212], train loss is 0.053874850273132324
At round 171, test loss is: 0.1221, metrics result is [0.9597316], train loss is 0.05342360958456993
At round 172, test loss is: 0.1222, metrics result is [0.9597137], train loss is 0.0529184453189373
At round 173, test loss is: 0.1231, metrics result is [0.95950264], train loss is 0.05250770226120949
At round 174, test loss is: 0.1227, metrics result is [0.95880854], train loss is 0.052151817828416824
At round 175, test loss is: 0.1226, metrics result is [0.9594008], train loss is 0.05167824774980545
At round 176, test loss is: 0.1231, metrics result is [0.95952636], train loss is 0.05125275254249573
At round 177, test loss is: 0.1234, metrics result is [0.9595117], train loss is 0.05103506147861481
At round 178, test loss is: 0.1232, metrics result is [0.95974433], train loss is 0.05053300783038139
At round 179, test loss is: 0.1231, metrics result is [0.95987284], train loss is 0.05008932203054428
At round 180, test loss is: 0.1218, metrics result is [0.9603776], train loss is 0.04954817146062851
At round 181, test loss is: 0.1222, metrics result is [0.96026236], train loss is 0.04927011579275131
At round 182, test loss is: 0.1227, metrics result is [0.95960724], train loss is 0.048996880650520325
At round 183, test loss is: 0.1215, metrics result is [0.9598291], train loss is 0.0485810749232769
At round 184, test loss is: 0.1219, metrics result is [0.9597604], train loss is 0.048168476670980453
At round 185, test loss is: 0.1215, metrics result is [0.9597737], train loss is 0.04788785055279732
At round 186, test loss is: 0.1216, metrics result is [0.9594455], train loss is 0.047480031847953796
At round 187, test loss is: 0.1225, metrics result is [0.95944506], train loss is 0.04713594540953636
At round 188, test loss is: 0.1221, metrics result is [0.9596481], train loss is 0.046837396919727325
At round 189, test loss is: 0.1227, metrics result is [0.95961934], train loss is 0.0464790053665638
At round 190, test loss is: 0.1227, metrics result is [0.95985675], train loss is 0.04613175243139267
At round 191, test loss is: 0.1224, metrics result is [0.95953745], train loss is 0.045682892203330994
At round 192, test loss is: 0.1212, metrics result is [0.9598242], train loss is 0.045343413949012756
At round 193, test loss is: 0.1205, metrics result is [0.9600233], train loss is 0.04498886689543724
At round 194, test loss is: 0.1218, metrics result is [0.95923173], train loss is 0.04452143609523773
At round 195, test loss is: 0.1210, metrics result is [0.95903283], train loss is 0.04428177699446678
At round 196, test loss is: 0.1221, metrics result is [0.95953417], train loss is 0.04397536814212799
At round 197, test loss is: 0.1220, metrics result is [0.9589323], train loss is 0.04385970160365105
At round 198, test loss is: 0.1221, metrics result is [0.9592601], train loss is 0.04350302368402481
At round 199, test loss is: 0.1214, metrics result is [0.9592478], train loss is 0.04298748821020126
