At round 0, test loss is: 2.2645, metrics result is [0.1594926], train loss is 2.246065616607666
At round 77, test loss is: 0.8957, metrics result is [0.7880906], train loss is 0.6881729960441589
At round 78, test loss is: 0.8917, metrics result is [0.788319], train loss is 0.6829158663749695
At round 79, test loss is: 0.8879, metrics result is [0.789339], train loss is 0.6777610778808594
At round 80, test loss is: 0.8841, metrics result is [0.79136395], train loss is 0.6727798581123352
At round 81, test loss is: 0.8792, metrics result is [0.7923203], train loss is 0.6677682399749756
At round 82, test loss is: 0.8761, metrics result is [0.79264665], train loss is 0.6630641222000122
At round 83, test loss is: 0.8718, metrics result is [0.79277], train loss is 0.6581290364265442
At round 84, test loss is: 0.8676, metrics result is [0.7948151], train loss is 0.6534420251846313
At round 85, test loss is: 0.8628, metrics result is [0.7939197], train loss is 0.6488068103790283
At round 86, test loss is: 0.8590, metrics result is [0.795694], train loss is 0.6443126201629639
At round 87, test loss is: 0.8554, metrics result is [0.7963876], train loss is 0.6399845480918884
At round 88, test loss is: 0.8510, metrics result is [0.79673505], train loss is 0.6356747150421143
At round 89, test loss is: 0.8483, metrics result is [0.7968892], train loss is 0.6314986944198608
At round 90, test loss is: 0.8440, metrics result is [0.7980377], train loss is 0.6270591616630554
At round 91, test loss is: 0.8408, metrics result is [0.79847926], train loss is 0.6229420304298401
At round 92, test loss is: 0.8371, metrics result is [0.800367], train loss is 0.618628740310669
At round 93, test loss is: 0.8341, metrics result is [0.8005475], train loss is 0.6145114302635193
At round 94, test loss is: 0.8306, metrics result is [0.7997844], train loss is 0.610485315322876
At round 95, test loss is: 0.8272, metrics result is [0.8004955], train loss is 0.6067197918891907
At round 96, test loss is: 0.8250, metrics result is [0.80210555], train loss is 0.6028238534927368
At round 97, test loss is: 0.8224, metrics result is [0.8012718], train loss is 0.599043607711792
At round 98, test loss is: 0.8196, metrics result is [0.8017979], train loss is 0.5951669216156006
At round 99, test loss is: 0.8165, metrics result is [0.8029136], train loss is 0.5915780663490295
At round 100, test loss is: 0.8135, metrics result is [0.80275613], train loss is 0.5877922773361206
At round 101, test loss is: 0.8109, metrics result is [0.80389285], train loss is 0.5841576457023621
At round 102, test loss is: 0.8078, metrics result is [0.80470216], train loss is 0.5806764364242554
At round 103, test loss is: 0.8049, metrics result is [0.8038393], train loss is 0.5773096680641174
At round 104, test loss is: 0.8016, metrics result is [0.8045527], train loss is 0.5736925005912781
At round 105, test loss is: 0.7963, metrics result is [0.80735296], train loss is 0.5703211426734924
At round 106, test loss is: 0.7952, metrics result is [0.805526], train loss is 0.5669254660606384
At round 107, test loss is: 0.7919, metrics result is [0.8070477], train loss is 0.5634245872497559
At round 108, test loss is: 0.7897, metrics result is [0.80663604], train loss is 0.5601248741149902
At round 109, test loss is: 0.7875, metrics result is [0.8069994], train loss is 0.556865394115448
At round 110, test loss is: 0.7846, metrics result is [0.8084752], train loss is 0.5536088943481445
At round 111, test loss is: 0.7822, metrics result is [0.8096735], train loss is 0.5505157709121704
At round 112, test loss is: 0.7810, metrics result is [0.80764544], train loss is 0.5473514199256897
At round 113, test loss is: 0.7791, metrics result is [0.8083342], train loss is 0.5444629192352295
At round 114, test loss is: 0.7759, metrics result is [0.8076262], train loss is 0.5414035320281982
At round 115, test loss is: 0.7738, metrics result is [0.81003326], train loss is 0.5384113788604736
At round 116, test loss is: 0.7709, metrics result is [0.80977744], train loss is 0.5353633761405945
At round 117, test loss is: 0.7687, metrics result is [0.81096923], train loss is 0.5323678851127625
At round 118, test loss is: 0.7672, metrics result is [0.8115877], train loss is 0.5294390320777893
At round 119, test loss is: 0.7647, metrics result is [0.8117395], train loss is 0.5268193483352661
At round 120, test loss is: 0.7627, metrics result is [0.81219643], train loss is 0.5239043235778809
At round 121, test loss is: 0.7609, metrics result is [0.81286097], train loss is 0.5212270617485046
At round 122, test loss is: 0.7579, metrics result is [0.8120106], train loss is 0.5183040499687195
At round 123, test loss is: 0.7563, metrics result is [0.81314015], train loss is 0.5155392289161682
At round 124, test loss is: 0.7534, metrics result is [0.8133596], train loss is 0.512849748134613
At round 125, test loss is: 0.7507, metrics result is [0.8148885], train loss is 0.5102982521057129
At round 126, test loss is: 0.7489, metrics result is [0.8137436], train loss is 0.5076790452003479
At round 127, test loss is: 0.7459, metrics result is [0.8145506], train loss is 0.5050039887428284
At round 128, test loss is: 0.7436, metrics result is [0.8152877], train loss is 0.5024300813674927
At round 129, test loss is: 0.7419, metrics result is [0.8156599], train loss is 0.49984875321388245
At round 130, test loss is: 0.7406, metrics result is [0.8174333], train loss is 0.4974074959754944
At round 131, test loss is: 0.7385, metrics result is [0.8177856], train loss is 0.49489825963974
At round 132, test loss is: 0.7356, metrics result is [0.81826264], train loss is 0.4923023283481598
At round 133, test loss is: 0.7340, metrics result is [0.8176821], train loss is 0.4900735914707184
At round 134, test loss is: 0.7318, metrics result is [0.8183796], train loss is 0.48763507604599
At round 135, test loss is: 0.7307, metrics result is [0.8184095], train loss is 0.4854065179824829
At round 136, test loss is: 0.7283, metrics result is [0.8184941], train loss is 0.4828875660896301
At round 137, test loss is: 0.7270, metrics result is [0.8170138], train loss is 0.4805661737918854
At round 138, test loss is: 0.7245, metrics result is [0.8189533], train loss is 0.47822311520576477
At round 139, test loss is: 0.7233, metrics result is [0.8181326], train loss is 0.47600895166397095
At round 140, test loss is: 0.7206, metrics result is [0.82017446], train loss is 0.4736554026603699
At round 141, test loss is: 0.7193, metrics result is [0.82138586], train loss is 0.4715774655342102
At round 142, test loss is: 0.7171, metrics result is [0.820376], train loss is 0.46913284063339233
At round 143, test loss is: 0.7159, metrics result is [0.8215871], train loss is 0.46715453267097473
At round 144, test loss is: 0.7135, metrics result is [0.82176775], train loss is 0.46506136655807495
At round 145, test loss is: 0.7125, metrics result is [0.82098997], train loss is 0.4629285931587219
At round 146, test loss is: 0.7120, metrics result is [0.8206158], train loss is 0.46077796816825867
At round 147, test loss is: 0.7092, metrics result is [0.8219], train loss is 0.45853474736213684
At round 148, test loss is: 0.7088, metrics result is [0.8210011], train loss is 0.45650044083595276
At round 149, test loss is: 0.7066, metrics result is [0.82130903], train loss is 0.4544224143028259
At round 150, test loss is: 0.7058, metrics result is [0.82289207], train loss is 0.4523817002773285
At round 151, test loss is: 0.7034, metrics result is [0.82281804], train loss is 0.45033755898475647
At round 152, test loss is: 0.7012, metrics result is [0.82248473], train loss is 0.4484805762767792
At round 153, test loss is: 0.7000, metrics result is [0.8233786], train loss is 0.44650131464004517
At round 154, test loss is: 0.6999, metrics result is [0.8232237], train loss is 0.4446115493774414
At round 155, test loss is: 0.6976, metrics result is [0.8240184], train loss is 0.4426332414150238
At round 156, test loss is: 0.6956, metrics result is [0.8235021], train loss is 0.44065749645233154
At round 157, test loss is: 0.6942, metrics result is [0.8245531], train loss is 0.43887564539909363
At round 158, test loss is: 0.6936, metrics result is [0.82502204], train loss is 0.4368338882923126
At round 159, test loss is: 0.6931, metrics result is [0.8236609], train loss is 0.4350312054157257
At round 160, test loss is: 0.6911, metrics result is [0.8249694], train loss is 0.4331854283809662
At round 161, test loss is: 0.6899, metrics result is [0.8245444], train loss is 0.43143367767333984
At round 162, test loss is: 0.6887, metrics result is [0.82534605], train loss is 0.42958298325538635
At round 163, test loss is: 0.6870, metrics result is [0.8261225], train loss is 0.4276403784751892
At round 164, test loss is: 0.6855, metrics result is [0.82658166], train loss is 0.42593395709991455
At round 165, test loss is: 0.6840, metrics result is [0.8260437], train loss is 0.42414456605911255
At round 166, test loss is: 0.6838, metrics result is [0.82560194], train loss is 0.42248401045799255
At round 167, test loss is: 0.6822, metrics result is [0.82703316], train loss is 0.42061421275138855
At round 168, test loss is: 0.6804, metrics result is [0.8263912], train loss is 0.41895022988319397
At round 169, test loss is: 0.6793, metrics result is [0.8274033], train loss is 0.41718754172325134
At round 170, test loss is: 0.6774, metrics result is [0.82805896], train loss is 0.41547489166259766
At round 171, test loss is: 0.6769, metrics result is [0.8265747], train loss is 0.4138624966144562
At round 172, test loss is: 0.6748, metrics result is [0.82781327], train loss is 0.4121355712413788
At round 173, test loss is: 0.6741, metrics result is [0.827192], train loss is 0.4105280935764313
At round 174, test loss is: 0.6721, metrics result is [0.828728], train loss is 0.4089406132698059
At round 175, test loss is: 0.6713, metrics result is [0.82893926], train loss is 0.4071846008300781
At round 176, test loss is: 0.6699, metrics result is [0.82783294], train loss is 0.40556085109710693
At round 177, test loss is: 0.6688, metrics result is [0.82930464], train loss is 0.40392035245895386
At round 178, test loss is: 0.6673, metrics result is [0.8289361], train loss is 0.4023350179195404
At round 179, test loss is: 0.6668, metrics result is [0.82949007], train loss is 0.40078896284103394
At round 180, test loss is: 0.6645, metrics result is [0.8303566], train loss is 0.39922332763671875
At round 181, test loss is: 0.6642, metrics result is [0.8292378], train loss is 0.3976530432701111
At round 182, test loss is: 0.6638, metrics result is [0.8298756], train loss is 0.3961360454559326
At round 183, test loss is: 0.6613, metrics result is [0.8309388], train loss is 0.3945827782154083
At round 184, test loss is: 0.6596, metrics result is [0.8306124], train loss is 0.39304354786872864
At round 185, test loss is: 0.6581, metrics result is [0.83084327], train loss is 0.39155614376068115
At round 186, test loss is: 0.6567, metrics result is [0.83218175], train loss is 0.3899872899055481
At round 187, test loss is: 0.6552, metrics result is [0.8316037], train loss is 0.38855811953544617
At round 188, test loss is: 0.6541, metrics result is [0.8318956], train loss is 0.38712620735168457
At round 189, test loss is: 0.6536, metrics result is [0.8322081], train loss is 0.3856196701526642
At round 190, test loss is: 0.6522, metrics result is [0.83272725], train loss is 0.384175181388855
At round 191, test loss is: 0.6509, metrics result is [0.83271116], train loss is 0.38282376527786255
At round 192, test loss is: 0.6496, metrics result is [0.8325889], train loss is 0.38131335377693176
At round 193, test loss is: 0.6478, metrics result is [0.8334903], train loss is 0.38004258275032043
At round 194, test loss is: 0.6474, metrics result is [0.8319754], train loss is 0.3786191940307617
At round 195, test loss is: 0.6457, metrics result is [0.8332887], train loss is 0.37719082832336426
At round 196, test loss is: 0.6443, metrics result is [0.834465], train loss is 0.3758414387702942
At round 197, test loss is: 0.6445, metrics result is [0.83286226], train loss is 0.37437543272972107
At round 198, test loss is: 0.6432, metrics result is [0.8342914], train loss is 0.3730725944042206
At round 199, test loss is: 0.6424, metrics result is [0.8345075], train loss is 0.37191087007522583
