At round 0, test loss is: 2.3029, metrics result is [0.1582477], train loss is 2.287869453430176
At round 58, test loss is: 1.3345, metrics result is [0.7416471], train loss is 1.3374383449554443
At round 59, test loss is: 1.3238, metrics result is [0.74230367], train loss is 1.3276559114456177
At round 60, test loss is: 1.3145, metrics result is [0.7450994], train loss is 1.3167201280593872
At round 61, test loss is: 1.3040, metrics result is [0.74689895], train loss is 1.3077118396759033
At round 62, test loss is: 1.2933, metrics result is [0.749446], train loss is 1.2969192266464233
At round 63, test loss is: 1.2841, metrics result is [0.7535605], train loss is 1.2881475687026978
At round 64, test loss is: 1.2734, metrics result is [0.75672865], train loss is 1.2772753238677979
At round 65, test loss is: 1.2635, metrics result is [0.759663], train loss is 1.2677303552627563
At round 66, test loss is: 1.2533, metrics result is [0.76141375], train loss is 1.2569811344146729
At round 67, test loss is: 1.2448, metrics result is [0.76368576], train loss is 1.2488255500793457
At round 68, test loss is: 1.2343, metrics result is [0.76456857], train loss is 1.2389956712722778
At round 69, test loss is: 1.2261, metrics result is [0.7704959], train loss is 1.2314165830612183
At round 70, test loss is: 1.2169, metrics result is [0.7702759], train loss is 1.220772385597229
At round 71, test loss is: 1.2077, metrics result is [0.774135], train loss is 1.2124028205871582
At round 72, test loss is: 1.1993, metrics result is [0.7750656], train loss is 1.203279972076416
At round 73, test loss is: 1.1896, metrics result is [0.7766082], train loss is 1.1957354545593262
At round 74, test loss is: 1.1814, metrics result is [0.77743304], train loss is 1.1875813007354736
At round 75, test loss is: 1.1726, metrics result is [0.78003836], train loss is 1.178983211517334
At round 76, test loss is: 1.1651, metrics result is [0.7798321], train loss is 1.1706241369247437
At round 77, test loss is: 1.1568, metrics result is [0.78242713], train loss is 1.162841796875
At round 78, test loss is: 1.1487, metrics result is [0.7846115], train loss is 1.1542118787765503
At round 79, test loss is: 1.1406, metrics result is [0.786293], train loss is 1.146471619606018
At round 80, test loss is: 1.1334, metrics result is [0.787687], train loss is 1.138665795326233
At round 81, test loss is: 1.1248, metrics result is [0.7891981], train loss is 1.1313297748565674
At round 82, test loss is: 1.1176, metrics result is [0.78967124], train loss is 1.1235156059265137
At round 83, test loss is: 1.1090, metrics result is [0.79231954], train loss is 1.1158498525619507
At round 84, test loss is: 1.1026, metrics result is [0.79291034], train loss is 1.1085232496261597
At round 85, test loss is: 1.0942, metrics result is [0.7943688], train loss is 1.1015095710754395
At round 86, test loss is: 1.0867, metrics result is [0.7959205], train loss is 1.0935983657836914
At round 87, test loss is: 1.0799, metrics result is [0.7962236], train loss is 1.0865169763565063
At round 88, test loss is: 1.0729, metrics result is [0.79723036], train loss is 1.0807205438613892
At round 89, test loss is: 1.0662, metrics result is [0.79877037], train loss is 1.0735045671463013
At round 90, test loss is: 1.0594, metrics result is [0.79962695], train loss is 1.0668696165084839
At round 91, test loss is: 1.0527, metrics result is [0.79963577], train loss is 1.060524344444275
At round 92, test loss is: 1.0462, metrics result is [0.8033291], train loss is 1.0537620782852173
At round 93, test loss is: 1.0397, metrics result is [0.8047916], train loss is 1.0470454692840576
At round 94, test loss is: 1.0323, metrics result is [0.8053778], train loss is 1.0408464670181274
At round 95, test loss is: 1.0269, metrics result is [0.8065502], train loss is 1.0350643396377563
At round 96, test loss is: 1.0201, metrics result is [0.8062873], train loss is 1.0280967950820923
At round 97, test loss is: 1.0140, metrics result is [0.80784994], train loss is 1.0211000442504883
At round 98, test loss is: 1.0077, metrics result is [0.8081], train loss is 1.0155831575393677
At round 99, test loss is: 1.0026, metrics result is [0.8104518], train loss is 1.010521650314331
At round 100, test loss is: 0.9958, metrics result is [0.80928797], train loss is 1.00452721118927
At round 101, test loss is: 0.9907, metrics result is [0.8113674], train loss is 0.9987346529960632
At round 102, test loss is: 0.9837, metrics result is [0.8129545], train loss is 0.992480993270874
At round 103, test loss is: 0.9789, metrics result is [0.8139175], train loss is 0.9871164560317993
At round 104, test loss is: 0.9732, metrics result is [0.81269944], train loss is 0.982158362865448
At round 105, test loss is: 0.9664, metrics result is [0.8167182], train loss is 0.9764988422393799
At round 106, test loss is: 0.9624, metrics result is [0.8136425], train loss is 0.9711813926696777
At round 107, test loss is: 0.9561, metrics result is [0.81794405], train loss is 0.9651432037353516
At round 108, test loss is: 0.9507, metrics result is [0.8192465], train loss is 0.959307074546814
At round 109, test loss is: 0.9460, metrics result is [0.8204728], train loss is 0.9557058215141296
At round 110, test loss is: 0.9403, metrics result is [0.8190556], train loss is 0.9498820304870605
At round 111, test loss is: 0.9354, metrics result is [0.81983125], train loss is 0.9447887539863586
At round 112, test loss is: 0.9317, metrics result is [0.8205795], train loss is 0.9408696889877319
At round 113, test loss is: 0.9264, metrics result is [0.8204481], train loss is 0.9359014630317688
At round 114, test loss is: 0.9208, metrics result is [0.8223272], train loss is 0.9306718707084656
At round 115, test loss is: 0.9152, metrics result is [0.823152], train loss is 0.9249367713928223
At round 116, test loss is: 0.9116, metrics result is [0.8241329], train loss is 0.9216278791427612
At round 117, test loss is: 0.9068, metrics result is [0.8255408], train loss is 0.9163728952407837
At round 118, test loss is: 0.9019, metrics result is [0.82538], train loss is 0.9115042686462402
At round 119, test loss is: 0.8972, metrics result is [0.8251765], train loss is 0.906292200088501
At round 120, test loss is: 0.8934, metrics result is [0.8276618], train loss is 0.9034098982810974
At round 121, test loss is: 0.8890, metrics result is [0.82786727], train loss is 0.8991707563400269
At round 122, test loss is: 0.8851, metrics result is [0.82785654], train loss is 0.8955927491188049
At round 123, test loss is: 0.8800, metrics result is [0.8282589], train loss is 0.8903010487556458
At round 124, test loss is: 0.8749, metrics result is [0.83158165], train loss is 0.8852195143699646
At round 125, test loss is: 0.8709, metrics result is [0.8301892], train loss is 0.8819413781166077
At round 126, test loss is: 0.8658, metrics result is [0.82964104], train loss is 0.8770209550857544
At round 127, test loss is: 0.8628, metrics result is [0.8300936], train loss is 0.8738591074943542
At round 128, test loss is: 0.8586, metrics result is [0.8311238], train loss is 0.8695073127746582
At round 129, test loss is: 0.8541, metrics result is [0.83252764], train loss is 0.8651675581932068
At round 130, test loss is: 0.8504, metrics result is [0.8332267], train loss is 0.8606873154640198
At round 131, test loss is: 0.8471, metrics result is [0.83194315], train loss is 0.8572602272033691
At round 132, test loss is: 0.8429, metrics result is [0.8335162], train loss is 0.8540242910385132
At round 133, test loss is: 0.8393, metrics result is [0.8324379], train loss is 0.8498216867446899
At round 134, test loss is: 0.8356, metrics result is [0.8340261], train loss is 0.8467701077461243
At round 135, test loss is: 0.8302, metrics result is [0.8351438], train loss is 0.8414127826690674
At round 136, test loss is: 0.8277, metrics result is [0.8350678], train loss is 0.8389970660209656
At round 137, test loss is: 0.8239, metrics result is [0.83617896], train loss is 0.8349061012268066
At round 138, test loss is: 0.8201, metrics result is [0.836917], train loss is 0.8320321440696716
At round 139, test loss is: 0.8169, metrics result is [0.83695024], train loss is 0.8280800580978394
At round 140, test loss is: 0.8132, metrics result is [0.83576465], train loss is 0.8250862956047058
At round 141, test loss is: 0.8115, metrics result is [0.8362495], train loss is 0.8222081065177917
At round 142, test loss is: 0.8065, metrics result is [0.8388968], train loss is 0.8182460069656372
At round 143, test loss is: 0.8023, metrics result is [0.84027857], train loss is 0.8142574429512024
At round 144, test loss is: 0.7983, metrics result is [0.8391389], train loss is 0.8112460970878601
At round 145, test loss is: 0.7967, metrics result is [0.8383821], train loss is 0.8079543113708496
At round 146, test loss is: 0.7942, metrics result is [0.83744586], train loss is 0.8050001263618469
At round 147, test loss is: 0.7902, metrics result is [0.83919936], train loss is 0.8020392060279846
At round 148, test loss is: 0.7868, metrics result is [0.8406272], train loss is 0.7985983490943909
At round 149, test loss is: 0.7845, metrics result is [0.8391606], train loss is 0.7961066961288452
At round 150, test loss is: 0.7809, metrics result is [0.8407638], train loss is 0.7926194667816162
At round 151, test loss is: 0.7763, metrics result is [0.8418874], train loss is 0.7882604002952576
At round 152, test loss is: 0.7738, metrics result is [0.841153], train loss is 0.7858753800392151
At round 153, test loss is: 0.7707, metrics result is [0.84184617], train loss is 0.7831346392631531
At round 154, test loss is: 0.7687, metrics result is [0.84157515], train loss is 0.7800033092498779
At round 155, test loss is: 0.7640, metrics result is [0.8448198], train loss is 0.7763950228691101
At round 156, test loss is: 0.7615, metrics result is [0.84372824], train loss is 0.7738260626792908
At round 157, test loss is: 0.7593, metrics result is [0.8448472], train loss is 0.7720340490341187
At round 158, test loss is: 0.7570, metrics result is [0.8453142], train loss is 0.7691358923912048
At round 159, test loss is: 0.7535, metrics result is [0.8429249], train loss is 0.7654194831848145
At round 160, test loss is: 0.7508, metrics result is [0.8463941], train loss is 0.7630493640899658
At round 161, test loss is: 0.7476, metrics result is [0.8470593], train loss is 0.7596449255943298
At round 162, test loss is: 0.7450, metrics result is [0.846605], train loss is 0.7574347853660583
At round 163, test loss is: 0.7431, metrics result is [0.8480615], train loss is 0.7558633685112
At round 164, test loss is: 0.7401, metrics result is [0.8474469], train loss is 0.7529019713401794
At round 165, test loss is: 0.7377, metrics result is [0.8483113], train loss is 0.749712347984314
At round 166, test loss is: 0.7361, metrics result is [0.8461668], train loss is 0.7473332285881042
At round 167, test loss is: 0.7317, metrics result is [0.84898686], train loss is 0.7442504167556763
At round 168, test loss is: 0.7292, metrics result is [0.848459], train loss is 0.7414664626121521
At round 169, test loss is: 0.7266, metrics result is [0.8484205], train loss is 0.7392188310623169
At round 170, test loss is: 0.7242, metrics result is [0.8508841], train loss is 0.7361025810241699
At round 171, test loss is: 0.7217, metrics result is [0.8501207], train loss is 0.7338284850120544
At round 172, test loss is: 0.7188, metrics result is [0.8504721], train loss is 0.7321317791938782
At round 173, test loss is: 0.7175, metrics result is [0.8512314], train loss is 0.729698657989502
At round 174, test loss is: 0.7138, metrics result is [0.8525467], train loss is 0.7272719740867615
At round 175, test loss is: 0.7120, metrics result is [0.8518226], train loss is 0.724873423576355
At round 176, test loss is: 0.7098, metrics result is [0.85150903], train loss is 0.7224952578544617
At round 177, test loss is: 0.7066, metrics result is [0.8539047], train loss is 0.7198225259780884
At round 178, test loss is: 0.7050, metrics result is [0.8511096], train loss is 0.7182074785232544
At round 179, test loss is: 0.7036, metrics result is [0.8524075], train loss is 0.7159909605979919
At round 180, test loss is: 0.6997, metrics result is [0.8530476], train loss is 0.713151216506958
At round 181, test loss is: 0.6987, metrics result is [0.85315096], train loss is 0.711132824420929
At round 182, test loss is: 0.6960, metrics result is [0.8545222], train loss is 0.7083579301834106
At round 183, test loss is: 0.6928, metrics result is [0.8553429], train loss is 0.7066944241523743
At round 184, test loss is: 0.6903, metrics result is [0.85550874], train loss is 0.7043565511703491
At round 185, test loss is: 0.6893, metrics result is [0.8543637], train loss is 0.7030062079429626
At round 186, test loss is: 0.6871, metrics result is [0.85525185], train loss is 0.7002099752426147
At round 187, test loss is: 0.6850, metrics result is [0.8547485], train loss is 0.6984888315200806
At round 188, test loss is: 0.6828, metrics result is [0.85572606], train loss is 0.6958670020103455
At round 189, test loss is: 0.6812, metrics result is [0.8553837], train loss is 0.693901538848877
At round 190, test loss is: 0.6784, metrics result is [0.85563064], train loss is 0.6918399930000305
At round 191, test loss is: 0.6769, metrics result is [0.8570191], train loss is 0.6902890205383301
At round 192, test loss is: 0.6741, metrics result is [0.85625154], train loss is 0.6879542469978333
At round 193, test loss is: 0.6726, metrics result is [0.85685927], train loss is 0.6870037317276001
At round 194, test loss is: 0.6707, metrics result is [0.8564549], train loss is 0.6836788058280945
At round 195, test loss is: 0.6696, metrics result is [0.8565166], train loss is 0.6825767755508423
At round 196, test loss is: 0.6657, metrics result is [0.8578219], train loss is 0.6799939870834351
At round 197, test loss is: 0.6654, metrics result is [0.85789305], train loss is 0.6784022450447083
At round 198, test loss is: 0.6626, metrics result is [0.85786414], train loss is 0.67609703540802
At round 199, test loss is: 0.6610, metrics result is [0.85821337], train loss is 0.6747249364852905
