At round 0, test loss is: 2.2684, metrics result is [0.1745391], train loss is 2.2460296154022217
At round 58, test loss is: 1.1128, metrics result is [0.79468364], train loss is 1.1126234531402588
At round 59, test loss is: 1.1021, metrics result is [0.7967846], train loss is 1.1030489206314087
At round 60, test loss is: 1.0931, metrics result is [0.7991521], train loss is 1.0918973684310913
At round 61, test loss is: 1.0825, metrics result is [0.79727113], train loss is 1.0832918882369995
At round 62, test loss is: 1.0716, metrics result is [0.8018618], train loss is 1.072127103805542
At round 63, test loss is: 1.0625, metrics result is [0.80350167], train loss is 1.0635818243026733
At round 64, test loss is: 1.0519, metrics result is [0.8046627], train loss is 1.052538275718689
At round 65, test loss is: 1.0421, metrics result is [0.8058417], train loss is 1.0431782007217407
At round 66, test loss is: 1.0318, metrics result is [0.8096501], train loss is 1.0320751667022705
At round 67, test loss is: 1.0240, metrics result is [0.81006515], train loss is 1.0246233940124512
At round 68, test loss is: 1.0133, metrics result is [0.8158326], train loss is 1.0148532390594482
At round 69, test loss is: 1.0055, metrics result is [0.8157316], train loss is 1.0080506801605225
At round 70, test loss is: 0.9968, metrics result is [0.8175191], train loss is 0.9969108700752258
At round 71, test loss is: 0.9882, metrics result is [0.81701446], train loss is 0.9893052577972412
At round 72, test loss is: 0.9801, metrics result is [0.8176496], train loss is 0.9803404211997986
At round 73, test loss is: 0.9708, metrics result is [0.81946474], train loss is 0.9741008877754211
At round 74, test loss is: 0.9632, metrics result is [0.81990457], train loss is 0.9664289951324463
At round 75, test loss is: 0.9546, metrics result is [0.8202652], train loss is 0.9583640098571777
At round 76, test loss is: 0.9484, metrics result is [0.8229065], train loss is 0.9505088329315186
At round 77, test loss is: 0.9406, metrics result is [0.8228807], train loss is 0.9437443614006042
At round 78, test loss is: 0.9328, metrics result is [0.8255191], train loss is 0.9352725744247437
At round 79, test loss is: 0.9253, metrics result is [0.8264878], train loss is 0.9280502200126648
At round 80, test loss is: 0.9192, metrics result is [0.82700235], train loss is 0.9210439920425415
At round 81, test loss is: 0.9108, metrics result is [0.82731], train loss is 0.9146960377693176
At round 82, test loss is: 0.9049, metrics result is [0.82641846], train loss is 0.9077041149139404
At round 83, test loss is: 0.8964, metrics result is [0.8296648], train loss is 0.9001284241676331
At round 84, test loss is: 0.8911, metrics result is [0.831506], train loss is 0.893612265586853
At round 85, test loss is: 0.8828, metrics result is [0.8312368], train loss is 0.8876046538352966
At round 86, test loss is: 0.8760, metrics result is [0.8337745], train loss is 0.8798342347145081
At round 87, test loss is: 0.8703, metrics result is [0.8344419], train loss is 0.8739506602287292
At round 88, test loss is: 0.8641, metrics result is [0.83427733], train loss is 0.8692508935928345
At round 89, test loss is: 0.8586, metrics result is [0.83432084], train loss is 0.862739622592926
At round 90, test loss is: 0.8522, metrics result is [0.8361661], train loss is 0.8567527532577515
At round 91, test loss is: 0.8471, metrics result is [0.8359565], train loss is 0.8516590595245361
At round 92, test loss is: 0.8412, metrics result is [0.8367098], train loss is 0.845625102519989
At round 93, test loss is: 0.8358, metrics result is [0.8396781], train loss is 0.8398619890213013
At round 94, test loss is: 0.8290, metrics result is [0.83882767], train loss is 0.834736704826355
At round 95, test loss is: 0.8249, metrics result is [0.8396208], train loss is 0.8298075795173645
At round 96, test loss is: 0.8183, metrics result is [0.83977675], train loss is 0.8235674500465393
At round 97, test loss is: 0.8137, metrics result is [0.8415478], train loss is 0.8169043660163879
At round 98, test loss is: 0.8083, metrics result is [0.8417167], train loss is 0.8125013709068298
At round 99, test loss is: 0.8039, metrics result is [0.84001356], train loss is 0.8086774945259094
At round 100, test loss is: 0.7979, metrics result is [0.8429642], train loss is 0.8036476969718933
At round 101, test loss is: 0.7940, metrics result is [0.84165716], train loss is 0.7984524369239807
At round 102, test loss is: 0.7874, metrics result is [0.84397584], train loss is 0.7930485010147095
At round 103, test loss is: 0.7840, metrics result is [0.8435851], train loss is 0.7890718579292297
At round 104, test loss is: 0.7791, metrics result is [0.84515375], train loss is 0.7850456833839417
At round 105, test loss is: 0.7723, metrics result is [0.8477085], train loss is 0.780249834060669
At round 106, test loss is: 0.7706, metrics result is [0.8466263], train loss is 0.7762513756752014
At round 107, test loss is: 0.7645, metrics result is [0.8474647], train loss is 0.7705089449882507
At round 108, test loss is: 0.7604, metrics result is [0.8476955], train loss is 0.7651425004005432
At round 109, test loss is: 0.7569, metrics result is [0.84902143], train loss is 0.7632852792739868
At round 110, test loss is: 0.7519, metrics result is [0.84977156], train loss is 0.7582960724830627
At round 111, test loss is: 0.7479, metrics result is [0.84758794], train loss is 0.754181981086731
At round 112, test loss is: 0.7453, metrics result is [0.84868944], train loss is 0.7514140605926514
At round 113, test loss is: 0.7408, metrics result is [0.84986997], train loss is 0.7469790577888489
At round 114, test loss is: 0.7359, metrics result is [0.8493851], train loss is 0.7426782250404358
At round 115, test loss is: 0.7315, metrics result is [0.8517071], train loss is 0.7375282049179077
At round 116, test loss is: 0.7291, metrics result is [0.85287184], train loss is 0.7357795238494873
At round 117, test loss is: 0.7248, metrics result is [0.8530663], train loss is 0.7312110662460327
At round 118, test loss is: 0.7211, metrics result is [0.85286367], train loss is 0.7271475791931152
At round 119, test loss is: 0.7172, metrics result is [0.8543502], train loss is 0.7225244641304016
At round 120, test loss is: 0.7144, metrics result is [0.85370797], train loss is 0.7212075591087341
At round 121, test loss is: 0.7112, metrics result is [0.8508812], train loss is 0.7175884246826172
At round 122, test loss is: 0.7074, metrics result is [0.85469836], train loss is 0.7149722576141357
At round 123, test loss is: 0.7036, metrics result is [0.85374343], train loss is 0.7107611298561096
At round 124, test loss is: 0.6991, metrics result is [0.8569751], train loss is 0.7065547108650208
At round 125, test loss is: 0.6958, metrics result is [0.8552284], train loss is 0.7037607431411743
At round 126, test loss is: 0.6912, metrics result is [0.8573593], train loss is 0.6997865438461304
At round 127, test loss is: 0.6898, metrics result is [0.856363], train loss is 0.6979271769523621
At round 128, test loss is: 0.6864, metrics result is [0.8576511], train loss is 0.6941571831703186
At round 129, test loss is: 0.6829, metrics result is [0.8559158], train loss is 0.6907320618629456
At round 130, test loss is: 0.6803, metrics result is [0.8568477], train loss is 0.6869714260101318
At round 131, test loss is: 0.6777, metrics result is [0.8581273], train loss is 0.6843680739402771
At round 132, test loss is: 0.6741, metrics result is [0.8592647], train loss is 0.6820752620697021
At round 133, test loss is: 0.6716, metrics result is [0.8588041], train loss is 0.6789248585700989
At round 134, test loss is: 0.6686, metrics result is [0.8597178], train loss is 0.6766652464866638
At round 135, test loss is: 0.6638, metrics result is [0.8594751], train loss is 0.6716022491455078
At round 136, test loss is: 0.6622, metrics result is [0.85964537], train loss is 0.6704648733139038
At round 137, test loss is: 0.6589, metrics result is [0.86112833], train loss is 0.6666753888130188
At round 138, test loss is: 0.6560, metrics result is [0.8638543], train loss is 0.6649227738380432
At round 139, test loss is: 0.6536, metrics result is [0.86196554], train loss is 0.6615248322486877
At round 140, test loss is: 0.6508, metrics result is [0.8613015], train loss is 0.6599285006523132
At round 141, test loss is: 0.6505, metrics result is [0.86098886], train loss is 0.657774031162262
At round 142, test loss is: 0.6456, metrics result is [0.86272705], train loss is 0.6543363928794861
At round 143, test loss is: 0.6421, metrics result is [0.86516416], train loss is 0.6512513160705566
At round 144, test loss is: 0.6388, metrics result is [0.86316055], train loss is 0.6488866209983826
At round 145, test loss is: 0.6383, metrics result is [0.86353934], train loss is 0.6462734937667847
At round 146, test loss is: 0.6370, metrics result is [0.86166936], train loss is 0.6443043351173401
At round 147, test loss is: 0.6338, metrics result is [0.86459905], train loss is 0.6423799395561218
At round 148, test loss is: 0.6311, metrics result is [0.8641662], train loss is 0.6395413875579834
At round 149, test loss is: 0.6298, metrics result is [0.8623235], train loss is 0.6380881667137146
At round 150, test loss is: 0.6267, metrics result is [0.86500084], train loss is 0.6352288722991943
At round 151, test loss is: 0.6224, metrics result is [0.86622375], train loss is 0.6311073899269104
At round 152, test loss is: 0.6207, metrics result is [0.8661845], train loss is 0.6297170519828796
At round 153, test loss is: 0.6184, metrics result is [0.86641103], train loss is 0.6277689933776855
At round 154, test loss is: 0.6173, metrics result is [0.8664223], train loss is 0.6251566410064697
At round 155, test loss is: 0.6125, metrics result is [0.8679442], train loss is 0.6217970252037048
At round 156, test loss is: 0.6108, metrics result is [0.86760193], train loss is 0.6200239062309265
At round 157, test loss is: 0.6096, metrics result is [0.8689669], train loss is 0.6193005442619324
At round 158, test loss is: 0.6085, metrics result is [0.8675755], train loss is 0.6169560551643372
At round 159, test loss is: 0.6057, metrics result is [0.8667508], train loss is 0.6138003468513489
At round 160, test loss is: 0.6035, metrics result is [0.8683161], train loss is 0.6125668287277222
At round 161, test loss is: 0.6007, metrics result is [0.86893326], train loss is 0.6096535325050354
At round 162, test loss is: 0.5989, metrics result is [0.8688446], train loss is 0.6077231168746948
At round 163, test loss is: 0.5982, metrics result is [0.8688279], train loss is 0.6075441241264343
At round 164, test loss is: 0.5950, metrics result is [0.86864793], train loss is 0.6047688126564026
At round 165, test loss is: 0.5937, metrics result is [0.8714725], train loss is 0.6020520925521851
At round 166, test loss is: 0.5931, metrics result is [0.8707126], train loss is 0.6007252335548401
At round 167, test loss is: 0.5889, metrics result is [0.87092996], train loss is 0.5981582403182983
At round 168, test loss is: 0.5873, metrics result is [0.870486], train loss is 0.5959256291389465
At round 169, test loss is: 0.5847, metrics result is [0.8724692], train loss is 0.5940142273902893
At round 170, test loss is: 0.5835, metrics result is [0.87086403], train loss is 0.5915548801422119
At round 171, test loss is: 0.5814, metrics result is [0.8702891], train loss is 0.5899174213409424
At round 172, test loss is: 0.5790, metrics result is [0.87153864], train loss is 0.5891013145446777
At round 173, test loss is: 0.5793, metrics result is [0.8700384], train loss is 0.587454080581665
At round 174, test loss is: 0.5748, metrics result is [0.87438035], train loss is 0.585325300693512
At round 175, test loss is: 0.5738, metrics result is [0.8726042], train loss is 0.5834779143333435
At round 176, test loss is: 0.5733, metrics result is [0.8717311], train loss is 0.5822450518608093
At round 177, test loss is: 0.5697, metrics result is [0.8746279], train loss is 0.5795110464096069
At round 178, test loss is: 0.5687, metrics result is [0.87163], train loss is 0.5787620544433594
At round 179, test loss is: 0.5685, metrics result is [0.87186706], train loss is 0.5773540735244751
At round 180, test loss is: 0.5645, metrics result is [0.8734586], train loss is 0.5745542049407959
At round 181, test loss is: 0.5647, metrics result is [0.8739653], train loss is 0.5734924674034119
At round 182, test loss is: 0.5622, metrics result is [0.8741891], train loss is 0.5707342028617859
At round 183, test loss is: 0.5594, metrics result is [0.8766214], train loss is 0.5697939395904541
At round 184, test loss is: 0.5570, metrics result is [0.87797827], train loss is 0.5682660341262817
At round 185, test loss is: 0.5573, metrics result is [0.87522286], train loss is 0.5679817795753479
At round 186, test loss is: 0.5558, metrics result is [0.8749038], train loss is 0.565203070640564
At round 187, test loss is: 0.5540, metrics result is [0.87610954], train loss is 0.5642273426055908
At round 188, test loss is: 0.5522, metrics result is [0.8757829], train loss is 0.5619024038314819
At round 189, test loss is: 0.5518, metrics result is [0.8757523], train loss is 0.5604922771453857
At round 190, test loss is: 0.5486, metrics result is [0.8760066], train loss is 0.5585684776306152
At round 191, test loss is: 0.5484, metrics result is [0.87521845], train loss is 0.5583233833312988
At round 192, test loss is: 0.5455, metrics result is [0.87603706], train loss is 0.5565059185028076
At round 193, test loss is: 0.5447, metrics result is [0.87763804], train loss is 0.5561196804046631
At round 194, test loss is: 0.5436, metrics result is [0.8761641], train loss is 0.5527926087379456
At round 195, test loss is: 0.5431, metrics result is [0.8768228], train loss is 0.5525404214859009
At round 196, test loss is: 0.5392, metrics result is [0.87659544], train loss is 0.5502391457557678
At round 197, test loss is: 0.5394, metrics result is [0.8777118], train loss is 0.5491143465042114
At round 198, test loss is: 0.5372, metrics result is [0.8772774], train loss is 0.5469561219215393
At round 199, test loss is: 0.5363, metrics result is [0.87822324], train loss is 0.5467028021812439
