At round 0, test loss is: 2.2671, metrics result is [0.15746234], train loss is 2.259866952896118
At round 42, test loss is: 1.1419, metrics result is [0.72022814], train loss is 0.9767603278160095
At round 43, test loss is: 1.1280, metrics result is [0.7242837], train loss is 0.9604640007019043
At round 44, test loss is: 1.1157, metrics result is [0.727404], train loss is 0.9443336725234985
At round 45, test loss is: 1.1011, metrics result is [0.73397493], train loss is 0.9283610582351685
At round 46, test loss is: 1.0883, metrics result is [0.7338602], train loss is 0.9132933020591736
At round 47, test loss is: 1.0738, metrics result is [0.7374167], train loss is 0.8984478116035461
At round 48, test loss is: 1.0619, metrics result is [0.7425409], train loss is 0.8840713500976562
At round 49, test loss is: 1.0503, metrics result is [0.7451638], train loss is 0.8705788254737854
At round 50, test loss is: 1.0384, metrics result is [0.746034], train loss is 0.8562166094779968
At round 51, test loss is: 1.0277, metrics result is [0.7508716], train loss is 0.843131422996521
At round 52, test loss is: 1.0158, metrics result is [0.75312734], train loss is 0.8301272392272949
At round 53, test loss is: 1.0053, metrics result is [0.75626975], train loss is 0.8172212243080139
At round 54, test loss is: 0.9970, metrics result is [0.76058763], train loss is 0.8052052855491638
At round 55, test loss is: 0.9863, metrics result is [0.7647965], train loss is 0.7932524681091309
At round 56, test loss is: 0.9755, metrics result is [0.76417524], train loss is 0.7817540764808655
At round 57, test loss is: 0.9680, metrics result is [0.76616776], train loss is 0.7707051634788513
At round 58, test loss is: 0.9560, metrics result is [0.7689673], train loss is 0.7591157555580139
At round 59, test loss is: 0.9460, metrics result is [0.7726395], train loss is 0.7488964796066284
At round 60, test loss is: 0.9386, metrics result is [0.7740784], train loss is 0.7382199168205261
At round 61, test loss is: 0.9312, metrics result is [0.7752768], train loss is 0.7282984852790833
At round 62, test loss is: 0.9228, metrics result is [0.77796865], train loss is 0.7185583710670471
At round 63, test loss is: 0.9123, metrics result is [0.78388673], train loss is 0.7084296941757202
At round 64, test loss is: 0.9048, metrics result is [0.7846464], train loss is 0.6988688707351685
At round 65, test loss is: 0.8977, metrics result is [0.78887403], train loss is 0.6893880367279053
At round 66, test loss is: 0.8893, metrics result is [0.78773683], train loss is 0.6805816888809204
At round 67, test loss is: 0.8820, metrics result is [0.7866974], train loss is 0.6718559265136719
At round 68, test loss is: 0.8747, metrics result is [0.7930105], train loss is 0.6631017923355103
At round 69, test loss is: 0.8667, metrics result is [0.7934671], train loss is 0.6550582647323608
At round 70, test loss is: 0.8614, metrics result is [0.7952711], train loss is 0.6464901566505432
At round 71, test loss is: 0.8552, metrics result is [0.7958785], train loss is 0.6387653946876526
At round 72, test loss is: 0.8499, metrics result is [0.79599077], train loss is 0.6309097409248352
At round 73, test loss is: 0.8427, metrics result is [0.7991151], train loss is 0.6233455538749695
At round 74, test loss is: 0.8362, metrics result is [0.7987664], train loss is 0.6156262755393982
At round 75, test loss is: 0.8301, metrics result is [0.7986271], train loss is 0.6082976460456848
At round 76, test loss is: 0.8255, metrics result is [0.80259156], train loss is 0.6014065146446228
At round 77, test loss is: 0.8186, metrics result is [0.8046185], train loss is 0.594133198261261
At round 78, test loss is: 0.8120, metrics result is [0.8045313], train loss is 0.5873563885688782
At round 79, test loss is: 0.8072, metrics result is [0.80296254], train loss is 0.5806286931037903
At round 80, test loss is: 0.8018, metrics result is [0.80790526], train loss is 0.5741698741912842
At round 81, test loss is: 0.7963, metrics result is [0.8070747], train loss is 0.5676378011703491
At round 82, test loss is: 0.7932, metrics result is [0.80780065], train loss is 0.5620469450950623
At round 83, test loss is: 0.7864, metrics result is [0.8107901], train loss is 0.5554724335670471
At round 84, test loss is: 0.7810, metrics result is [0.80954146], train loss is 0.5496134161949158
At round 85, test loss is: 0.7742, metrics result is [0.8112819], train loss is 0.5438473224639893
At round 86, test loss is: 0.7698, metrics result is [0.81262594], train loss is 0.5377236604690552
At round 87, test loss is: 0.7670, metrics result is [0.8128326], train loss is 0.5327441692352295
At round 88, test loss is: 0.7630, metrics result is [0.81436694], train loss is 0.5276273488998413
At round 89, test loss is: 0.7602, metrics result is [0.8143058], train loss is 0.5222739577293396
At round 90, test loss is: 0.7553, metrics result is [0.8139742], train loss is 0.5169275403022766
At round 91, test loss is: 0.7529, metrics result is [0.8143755], train loss is 0.5119736194610596
At round 92, test loss is: 0.7481, metrics result is [0.8175261], train loss is 0.5068947076797485
At round 93, test loss is: 0.7444, metrics result is [0.81896895], train loss is 0.501512885093689
At round 94, test loss is: 0.7396, metrics result is [0.81835455], train loss is 0.4960595667362213
At round 95, test loss is: 0.7359, metrics result is [0.8209572], train loss is 0.4916362464427948
At round 96, test loss is: 0.7331, metrics result is [0.82010305], train loss is 0.486755907535553
At round 97, test loss is: 0.7314, metrics result is [0.81864285], train loss is 0.4823913276195526
At round 98, test loss is: 0.7282, metrics result is [0.8202351], train loss is 0.4781731069087982
At round 99, test loss is: 0.7238, metrics result is [0.81945944], train loss is 0.47348204255104065
At round 100, test loss is: 0.7215, metrics result is [0.82116336], train loss is 0.46900323033332825
At round 101, test loss is: 0.7190, metrics result is [0.82432497], train loss is 0.4645519256591797
At round 102, test loss is: 0.7150, metrics result is [0.8218063], train loss is 0.4605158865451813
At round 103, test loss is: 0.7113, metrics result is [0.82350725], train loss is 0.4567028284072876
At round 104, test loss is: 0.7076, metrics result is [0.82601076], train loss is 0.4525657892227173
At round 105, test loss is: 0.7013, metrics result is [0.82603043], train loss is 0.4487777054309845
At round 106, test loss is: 0.7006, metrics result is [0.8270576], train loss is 0.44489455223083496
At round 107, test loss is: 0.6951, metrics result is [0.8287643], train loss is 0.4407261610031128
At round 108, test loss is: 0.6929, metrics result is [0.8299534], train loss is 0.4370664656162262
At round 109, test loss is: 0.6911, metrics result is [0.8299381], train loss is 0.432954877614975
At round 110, test loss is: 0.6890, metrics result is [0.8301639], train loss is 0.42940670251846313
At round 111, test loss is: 0.6864, metrics result is [0.83148795], train loss is 0.42587020993232727
At round 112, test loss is: 0.6865, metrics result is [0.8310571], train loss is 0.4227849245071411
At round 113, test loss is: 0.6835, metrics result is [0.83251846], train loss is 0.4194658398628235
At round 114, test loss is: 0.6813, metrics result is [0.8319245], train loss is 0.41610491275787354
At round 115, test loss is: 0.6784, metrics result is [0.83384246], train loss is 0.4123598039150238
At round 116, test loss is: 0.6754, metrics result is [0.8340268], train loss is 0.4087313115596771
At round 117, test loss is: 0.6735, metrics result is [0.8326287], train loss is 0.40547940135002136
At round 118, test loss is: 0.6721, metrics result is [0.834073], train loss is 0.40254247188568115
At round 119, test loss is: 0.6709, metrics result is [0.8343277], train loss is 0.3994235098361969
At round 120, test loss is: 0.6684, metrics result is [0.83278936], train loss is 0.3962099552154541
At round 121, test loss is: 0.6666, metrics result is [0.83444834], train loss is 0.39334625005722046
At round 122, test loss is: 0.6625, metrics result is [0.83681864], train loss is 0.3902805745601654
At round 123, test loss is: 0.6616, metrics result is [0.8362146], train loss is 0.38760319352149963
At round 124, test loss is: 0.6599, metrics result is [0.8358156], train loss is 0.3843875825405121
At round 125, test loss is: 0.6572, metrics result is [0.8377217], train loss is 0.3816688060760498
At round 126, test loss is: 0.6561, metrics result is [0.83789414], train loss is 0.37920692563056946
At round 127, test loss is: 0.6507, metrics result is [0.8387737], train loss is 0.3761967420578003
At round 128, test loss is: 0.6494, metrics result is [0.8388126], train loss is 0.3734819293022156
At round 129, test loss is: 0.6472, metrics result is [0.8396708], train loss is 0.37095946073532104
At round 130, test loss is: 0.6470, metrics result is [0.8394865], train loss is 0.36815863847732544
At round 131, test loss is: 0.6464, metrics result is [0.8375966], train loss is 0.36549320816993713
At round 132, test loss is: 0.6428, metrics result is [0.83951265], train loss is 0.3627510070800781
At round 133, test loss is: 0.6418, metrics result is [0.839057], train loss is 0.36035576462745667
At round 134, test loss is: 0.6387, metrics result is [0.8425328], train loss is 0.35792046785354614
At round 135, test loss is: 0.6397, metrics result is [0.8401403], train loss is 0.35569527745246887
At round 136, test loss is: 0.6354, metrics result is [0.840365], train loss is 0.35298991203308105
At round 137, test loss is: 0.6368, metrics result is [0.8420683], train loss is 0.3505045771598816
At round 138, test loss is: 0.6345, metrics result is [0.8416054], train loss is 0.34799933433532715
At round 139, test loss is: 0.6325, metrics result is [0.8415653], train loss is 0.3456934988498688
At round 140, test loss is: 0.6308, metrics result is [0.8417252], train loss is 0.3430023193359375
At round 141, test loss is: 0.6306, metrics result is [0.8431462], train loss is 0.34124812483787537
At round 142, test loss is: 0.6275, metrics result is [0.8438214], train loss is 0.3387128710746765
At round 143, test loss is: 0.6284, metrics result is [0.8436806], train loss is 0.3365192413330078
At round 144, test loss is: 0.6255, metrics result is [0.84421974], train loss is 0.33419278264045715
At round 145, test loss is: 0.6231, metrics result is [0.8438189], train loss is 0.3323221504688263
At round 146, test loss is: 0.6236, metrics result is [0.842715], train loss is 0.3303139805793762
At round 147, test loss is: 0.6212, metrics result is [0.8448475], train loss is 0.3279936611652374
At round 148, test loss is: 0.6216, metrics result is [0.8439534], train loss is 0.32590365409851074
At round 149, test loss is: 0.6183, metrics result is [0.84481794], train loss is 0.3237508535385132
At round 150, test loss is: 0.6187, metrics result is [0.8452604], train loss is 0.3220098614692688
At round 151, test loss is: 0.6171, metrics result is [0.8457557], train loss is 0.3199469745159149
At round 152, test loss is: 0.6156, metrics result is [0.845769], train loss is 0.3179604709148407
At round 153, test loss is: 0.6156, metrics result is [0.84735906], train loss is 0.315837025642395
At round 154, test loss is: 0.6154, metrics result is [0.84521747], train loss is 0.3139233887195587
At round 155, test loss is: 0.6149, metrics result is [0.8462332], train loss is 0.3120354115962982
At round 156, test loss is: 0.6134, metrics result is [0.8467421], train loss is 0.3098696768283844
At round 157, test loss is: 0.6114, metrics result is [0.84787333], train loss is 0.3083493113517761
At round 158, test loss is: 0.6116, metrics result is [0.84623927], train loss is 0.3061496615409851
At round 159, test loss is: 0.6112, metrics result is [0.84689087], train loss is 0.3043411076068878
At round 160, test loss is: 0.6074, metrics result is [0.84795004], train loss is 0.3025035858154297
At round 161, test loss is: 0.6082, metrics result is [0.849223], train loss is 0.3008282482624054
At round 162, test loss is: 0.6075, metrics result is [0.8491827], train loss is 0.29891106486320496
At round 163, test loss is: 0.6050, metrics result is [0.84985894], train loss is 0.2971053421497345
At round 164, test loss is: 0.6053, metrics result is [0.84974253], train loss is 0.29561087489128113
At round 165, test loss is: 0.6046, metrics result is [0.84935105], train loss is 0.2937522828578949
At round 166, test loss is: 0.6036, metrics result is [0.8490884], train loss is 0.29216983914375305
At round 167, test loss is: 0.6036, metrics result is [0.84958845], train loss is 0.29055631160736084
At round 168, test loss is: 0.6016, metrics result is [0.84997296], train loss is 0.2889169156551361
At round 169, test loss is: 0.5996, metrics result is [0.8498732], train loss is 0.2870466113090515
At round 170, test loss is: 0.6000, metrics result is [0.8500467], train loss is 0.2858573794364929
At round 171, test loss is: 0.5983, metrics result is [0.851642], train loss is 0.28398409485816956
At round 172, test loss is: 0.5966, metrics result is [0.8531744], train loss is 0.28245651721954346
At round 173, test loss is: 0.5976, metrics result is [0.85088027], train loss is 0.2808798849582672
At round 174, test loss is: 0.5947, metrics result is [0.85287344], train loss is 0.27942800521850586
At round 175, test loss is: 0.5958, metrics result is [0.8514959], train loss is 0.27785030007362366
At round 176, test loss is: 0.5949, metrics result is [0.850456], train loss is 0.27633538842201233
At round 177, test loss is: 0.5921, metrics result is [0.85234636], train loss is 0.2745649516582489
At round 178, test loss is: 0.5912, metrics result is [0.851092], train loss is 0.2732551395893097
At round 179, test loss is: 0.5913, metrics result is [0.85206765], train loss is 0.2715397775173187
At round 180, test loss is: 0.5889, metrics result is [0.8516075], train loss is 0.27012598514556885
At round 181, test loss is: 0.5897, metrics result is [0.85023195], train loss is 0.26891767978668213
At round 182, test loss is: 0.5909, metrics result is [0.8516132], train loss is 0.2675665020942688
At round 183, test loss is: 0.5883, metrics result is [0.85218835], train loss is 0.266122967004776
At round 184, test loss is: 0.5869, metrics result is [0.8545521], train loss is 0.26458504796028137
At round 185, test loss is: 0.5855, metrics result is [0.8537808], train loss is 0.26309552788734436
At round 186, test loss is: 0.5848, metrics result is [0.8538079], train loss is 0.26182135939598083
At round 187, test loss is: 0.5833, metrics result is [0.85327345], train loss is 0.2605225145816803
At round 188, test loss is: 0.5827, metrics result is [0.8549614], train loss is 0.2592984139919281
At round 189, test loss is: 0.5820, metrics result is [0.85369986], train loss is 0.25779497623443604
At round 190, test loss is: 0.5816, metrics result is [0.85329735], train loss is 0.25639861822128296
At round 191, test loss is: 0.5806, metrics result is [0.8548314], train loss is 0.25533345341682434
At round 192, test loss is: 0.5804, metrics result is [0.85361814], train loss is 0.25421348214149475
At round 193, test loss is: 0.5787, metrics result is [0.8548979], train loss is 0.2526714503765106
At round 194, test loss is: 0.5805, metrics result is [0.85344523], train loss is 0.2512286901473999
At round 195, test loss is: 0.5795, metrics result is [0.85559523], train loss is 0.24999016523361206
At round 196, test loss is: 0.5781, metrics result is [0.85624003], train loss is 0.2489020675420761
At round 197, test loss is: 0.5782, metrics result is [0.85688204], train loss is 0.24760319292545319
At round 198, test loss is: 0.5781, metrics result is [0.856694], train loss is 0.24639470875263214
At round 199, test loss is: 0.5780, metrics result is [0.855542], train loss is 0.24521751701831818
