At round 0, test loss is: 2.2320, metrics result is [0.18754044], train loss is 2.2266035079956055
At round 29, test loss is: 1.5837, metrics result is [0.67818725], train loss is 1.5976364612579346
At round 30, test loss is: 1.5670, metrics result is [0.68786806], train loss is 1.5809513330459595
At round 31, test loss is: 1.5498, metrics result is [0.6968841], train loss is 1.56441330909729
At round 32, test loss is: 1.5334, metrics result is [0.7031013], train loss is 1.548652172088623
At round 33, test loss is: 1.5177, metrics result is [0.71364474], train loss is 1.533097267150879
At round 34, test loss is: 1.5012, metrics result is [0.71866417], train loss is 1.517240047454834
At round 35, test loss is: 1.4862, metrics result is [0.72712594], train loss is 1.502980351448059
At round 36, test loss is: 1.4711, metrics result is [0.7309421], train loss is 1.4878790378570557
At round 37, test loss is: 1.4547, metrics result is [0.7395744], train loss is 1.472315788269043
At round 38, test loss is: 1.4410, metrics result is [0.74381346], train loss is 1.4584470987319946
At round 39, test loss is: 1.4266, metrics result is [0.7494059], train loss is 1.4444236755371094
At round 40, test loss is: 1.4115, metrics result is [0.7528466], train loss is 1.430200219154358
At round 41, test loss is: 1.3980, metrics result is [0.75841933], train loss is 1.416582465171814
At round 42, test loss is: 1.3853, metrics result is [0.76057625], train loss is 1.403971552848816
At round 43, test loss is: 1.3705, metrics result is [0.767806], train loss is 1.3897420167922974
At round 44, test loss is: 1.3574, metrics result is [0.77174705], train loss is 1.3773832321166992
At round 45, test loss is: 1.3441, metrics result is [0.774135], train loss is 1.3643357753753662
At round 46, test loss is: 1.3305, metrics result is [0.77887845], train loss is 1.3510246276855469
At round 47, test loss is: 1.3186, metrics result is [0.7787972], train loss is 1.3391300439834595
At round 48, test loss is: 1.3061, metrics result is [0.7831559], train loss is 1.327367901802063
At round 49, test loss is: 1.2936, metrics result is [0.7871892], train loss is 1.3153069019317627
At round 50, test loss is: 1.2815, metrics result is [0.7888495], train loss is 1.3033043146133423
At round 51, test loss is: 1.2691, metrics result is [0.79287255], train loss is 1.291178584098816
At round 52, test loss is: 1.2579, metrics result is [0.79493994], train loss is 1.28017258644104
At round 53, test loss is: 1.2458, metrics result is [0.7983101], train loss is 1.2689018249511719
At round 54, test loss is: 1.2357, metrics result is [0.8026884], train loss is 1.2581114768981934
At round 55, test loss is: 1.2243, metrics result is [0.80203474], train loss is 1.247521996498108
At round 56, test loss is: 1.2130, metrics result is [0.8066912], train loss is 1.236527919769287
At round 57, test loss is: 1.2022, metrics result is [0.80819917], train loss is 1.2260075807571411
At round 58, test loss is: 1.1919, metrics result is [0.8108873], train loss is 1.2158291339874268
At round 59, test loss is: 1.1815, metrics result is [0.81129235], train loss is 1.2055319547653198
At round 60, test loss is: 1.1704, metrics result is [0.8143], train loss is 1.1952000856399536
At round 61, test loss is: 1.1613, metrics result is [0.81753594], train loss is 1.1865582466125488
At round 62, test loss is: 1.1508, metrics result is [0.8180033], train loss is 1.1762160062789917
At round 63, test loss is: 1.1416, metrics result is [0.8187523], train loss is 1.1666892766952515
At round 64, test loss is: 1.1318, metrics result is [0.82118344], train loss is 1.1572128534317017
At round 65, test loss is: 1.1229, metrics result is [0.8237053], train loss is 1.1485530138015747
At round 66, test loss is: 1.1131, metrics result is [0.8260348], train loss is 1.1392216682434082
At round 67, test loss is: 1.1045, metrics result is [0.8256869], train loss is 1.1309788227081299
At round 68, test loss is: 1.0953, metrics result is [0.8273924], train loss is 1.1219147443771362
At round 69, test loss is: 1.0871, metrics result is [0.8287536], train loss is 1.1134427785873413
At round 70, test loss is: 1.0779, metrics result is [0.8291051], train loss is 1.1045652627944946
At round 71, test loss is: 1.0695, metrics result is [0.83168256], train loss is 1.0963408946990967
At round 72, test loss is: 1.0610, metrics result is [0.8331981], train loss is 1.0881869792938232
At round 73, test loss is: 1.0526, metrics result is [0.8356844], train loss is 1.079423189163208
At round 74, test loss is: 1.0455, metrics result is [0.8360197], train loss is 1.0727941989898682
At round 75, test loss is: 1.0374, metrics result is [0.83812004], train loss is 1.0652046203613281
At round 76, test loss is: 1.0302, metrics result is [0.8378074], train loss is 1.0578466653823853
At round 77, test loss is: 1.0216, metrics result is [0.8392768], train loss is 1.049714207649231
At round 78, test loss is: 1.0150, metrics result is [0.8396843], train loss is 1.0430296659469604
At round 79, test loss is: 1.0070, metrics result is [0.8422124], train loss is 1.035013198852539
At round 80, test loss is: 0.9990, metrics result is [0.8411839], train loss is 1.0273550748825073
At round 81, test loss is: 0.9916, metrics result is [0.84402275], train loss is 1.0204501152038574
At round 82, test loss is: 0.9863, metrics result is [0.84308267], train loss is 1.0148262977600098
At round 83, test loss is: 0.9792, metrics result is [0.8443126], train loss is 1.0076037645339966
At round 84, test loss is: 0.9726, metrics result is [0.8461635], train loss is 1.001536250114441
At round 85, test loss is: 0.9651, metrics result is [0.8464487], train loss is 0.9937875270843506
At round 86, test loss is: 0.9585, metrics result is [0.8464228], train loss is 0.9879156351089478
At round 87, test loss is: 0.9529, metrics result is [0.8479569], train loss is 0.9821444153785706
At round 88, test loss is: 0.9452, metrics result is [0.8488728], train loss is 0.9745683073997498
At round 89, test loss is: 0.9399, metrics result is [0.8507786], train loss is 0.9692848920822144
At round 90, test loss is: 0.9331, metrics result is [0.85147864], train loss is 0.9630105495452881
At round 91, test loss is: 0.9266, metrics result is [0.85357547], train loss is 0.9567365050315857
At round 92, test loss is: 0.9211, metrics result is [0.85263205], train loss is 0.9508302211761475
At round 93, test loss is: 0.9154, metrics result is [0.85250056], train loss is 0.9455747008323669
At round 94, test loss is: 0.9105, metrics result is [0.8527442], train loss is 0.9402986764907837
At round 95, test loss is: 0.9035, metrics result is [0.85233206], train loss is 0.9339122772216797
At round 96, test loss is: 0.8989, metrics result is [0.8535597], train loss is 0.9291984438896179
At round 97, test loss is: 0.8923, metrics result is [0.85449386], train loss is 0.922749936580658
At round 98, test loss is: 0.8873, metrics result is [0.854294], train loss is 0.9182212352752686
At round 99, test loss is: 0.8810, metrics result is [0.85704935], train loss is 0.9117795825004578
At round 100, test loss is: 0.8764, metrics result is [0.85568064], train loss is 0.9069409966468811
At round 101, test loss is: 0.8713, metrics result is [0.8553976], train loss is 0.9019722938537598
At round 102, test loss is: 0.8665, metrics result is [0.85672385], train loss is 0.8970125317573547
At round 103, test loss is: 0.8609, metrics result is [0.85725725], train loss is 0.8914345502853394
At round 104, test loss is: 0.8558, metrics result is [0.85965574], train loss is 0.8865979909896851
At round 105, test loss is: 0.8520, metrics result is [0.8572342], train loss is 0.882668137550354
At round 106, test loss is: 0.8468, metrics result is [0.8588945], train loss is 0.8776019811630249
At round 107, test loss is: 0.8423, metrics result is [0.8598237], train loss is 0.8734728097915649
At round 108, test loss is: 0.8373, metrics result is [0.8614691], train loss is 0.8684085607528687
At round 109, test loss is: 0.8322, metrics result is [0.86061895], train loss is 0.8635995984077454
At round 110, test loss is: 0.8276, metrics result is [0.8605461], train loss is 0.8592073917388916
At round 111, test loss is: 0.8232, metrics result is [0.86179334], train loss is 0.8542855978012085
At round 112, test loss is: 0.8187, metrics result is [0.8622606], train loss is 0.8495278358459473
At round 113, test loss is: 0.8147, metrics result is [0.8610715], train loss is 0.8462426066398621
At round 114, test loss is: 0.8108, metrics result is [0.86243284], train loss is 0.8418733477592468
At round 115, test loss is: 0.8063, metrics result is [0.86398864], train loss is 0.8375540971755981
At round 116, test loss is: 0.8017, metrics result is [0.861309], train loss is 0.8335044384002686
At round 117, test loss is: 0.7970, metrics result is [0.86449987], train loss is 0.8289626240730286
At round 118, test loss is: 0.7942, metrics result is [0.8631003], train loss is 0.825875461101532
At round 119, test loss is: 0.7899, metrics result is [0.8643358], train loss is 0.8215560913085938
At round 120, test loss is: 0.7860, metrics result is [0.8653651], train loss is 0.8170490860939026
At round 121, test loss is: 0.7823, metrics result is [0.8636191], train loss is 0.8140345811843872
At round 122, test loss is: 0.7778, metrics result is [0.86642843], train loss is 0.8095418810844421
At round 123, test loss is: 0.7750, metrics result is [0.86634374], train loss is 0.8064349293708801
At round 124, test loss is: 0.7687, metrics result is [0.86762255], train loss is 0.8010435700416565
At round 125, test loss is: 0.7673, metrics result is [0.8662796], train loss is 0.7991172671318054
At round 126, test loss is: 0.7633, metrics result is [0.8681141], train loss is 0.7952529788017273
At round 127, test loss is: 0.7595, metrics result is [0.8671309], train loss is 0.791120171546936
At round 128, test loss is: 0.7577, metrics result is [0.86675483], train loss is 0.7894178628921509
At round 129, test loss is: 0.7526, metrics result is [0.86953807], train loss is 0.7848095893859863
At round 130, test loss is: 0.7492, metrics result is [0.86800414], train loss is 0.7812482714653015
At round 131, test loss is: 0.7465, metrics result is [0.8688082], train loss is 0.7782810926437378
At round 132, test loss is: 0.7421, metrics result is [0.86761945], train loss is 0.7742416858673096
At round 133, test loss is: 0.7401, metrics result is [0.8667087], train loss is 0.7720184326171875
At round 134, test loss is: 0.7358, metrics result is [0.86884576], train loss is 0.7686595916748047
At round 135, test loss is: 0.7333, metrics result is [0.87004644], train loss is 0.7651188373565674
At round 136, test loss is: 0.7297, metrics result is [0.86915594], train loss is 0.7616872191429138
At round 137, test loss is: 0.7265, metrics result is [0.8701395], train loss is 0.7586449980735779
At round 138, test loss is: 0.7238, metrics result is [0.87048644], train loss is 0.7560343146324158
At round 139, test loss is: 0.7203, metrics result is [0.86976224], train loss is 0.7525463104248047
At round 140, test loss is: 0.7178, metrics result is [0.8703714], train loss is 0.7504476308822632
At round 141, test loss is: 0.7148, metrics result is [0.8701429], train loss is 0.746376633644104
At round 142, test loss is: 0.7124, metrics result is [0.8711869], train loss is 0.744692325592041
At round 143, test loss is: 0.7094, metrics result is [0.8706405], train loss is 0.7417755126953125
At round 144, test loss is: 0.7058, metrics result is [0.8720172], train loss is 0.7377948760986328
At round 145, test loss is: 0.7032, metrics result is [0.8718283], train loss is 0.7359070777893066
At round 146, test loss is: 0.6994, metrics result is [0.8725878], train loss is 0.7318054437637329
At round 147, test loss is: 0.6972, metrics result is [0.87317675], train loss is 0.7294490337371826
At round 148, test loss is: 0.6957, metrics result is [0.87269455], train loss is 0.7281249761581421
At round 149, test loss is: 0.6919, metrics result is [0.87225664], train loss is 0.7243558764457703
At round 150, test loss is: 0.6897, metrics result is [0.87258196], train loss is 0.7215656042098999
At round 151, test loss is: 0.6863, metrics result is [0.87383443], train loss is 0.7188584208488464
At round 152, test loss is: 0.6855, metrics result is [0.8729961], train loss is 0.7174475789070129
At round 153, test loss is: 0.6822, metrics result is [0.8742965], train loss is 0.7145355343818665
At round 154, test loss is: 0.6795, metrics result is [0.8739983], train loss is 0.7119807600975037
At round 155, test loss is: 0.6768, metrics result is [0.87377447], train loss is 0.7092182040214539
At round 156, test loss is: 0.6737, metrics result is [0.87362295], train loss is 0.7058455944061279
At round 157, test loss is: 0.6711, metrics result is [0.87459546], train loss is 0.7033226490020752
At round 158, test loss is: 0.6686, metrics result is [0.87356806], train loss is 0.7006787061691284
At round 159, test loss is: 0.6671, metrics result is [0.8748325], train loss is 0.6993260979652405
At round 160, test loss is: 0.6640, metrics result is [0.8754864], train loss is 0.6961610913276672
At round 161, test loss is: 0.6615, metrics result is [0.87603545], train loss is 0.6937615275382996
At round 162, test loss is: 0.6591, metrics result is [0.8757489], train loss is 0.6919822692871094
At round 163, test loss is: 0.6564, metrics result is [0.87613654], train loss is 0.6886003613471985
At round 164, test loss is: 0.6544, metrics result is [0.8758213], train loss is 0.6874346137046814
At round 165, test loss is: 0.6528, metrics result is [0.876846], train loss is 0.6853307485580444
At round 166, test loss is: 0.6497, metrics result is [0.8766076], train loss is 0.6820671558380127
At round 167, test loss is: 0.6479, metrics result is [0.8768597], train loss is 0.6800842881202698
At round 168, test loss is: 0.6468, metrics result is [0.8761188], train loss is 0.6797539591789246
At round 169, test loss is: 0.6439, metrics result is [0.8768038], train loss is 0.6763797998428345
At round 170, test loss is: 0.6413, metrics result is [0.8780111], train loss is 0.6739713549613953
At round 171, test loss is: 0.6406, metrics result is [0.87735677], train loss is 0.6729485392570496
At round 172, test loss is: 0.6366, metrics result is [0.8781889], train loss is 0.6694464087486267
At round 173, test loss is: 0.6360, metrics result is [0.87773216], train loss is 0.6680528521537781
At round 174, test loss is: 0.6330, metrics result is [0.87758553], train loss is 0.6650091409683228
At round 175, test loss is: 0.6311, metrics result is [0.87864065], train loss is 0.6636489629745483
At round 176, test loss is: 0.6303, metrics result is [0.8764269], train loss is 0.6622223854064941
At round 177, test loss is: 0.6281, metrics result is [0.87708455], train loss is 0.6603360176086426
At round 178, test loss is: 0.6268, metrics result is [0.8782205], train loss is 0.6593879461288452
At round 179, test loss is: 0.6236, metrics result is [0.876874], train loss is 0.6560561656951904
At round 180, test loss is: 0.6214, metrics result is [0.87878066], train loss is 0.653862476348877
At round 181, test loss is: 0.6204, metrics result is [0.8787468], train loss is 0.6525779962539673
At round 182, test loss is: 0.6191, metrics result is [0.8790168], train loss is 0.6510307192802429
At round 183, test loss is: 0.6166, metrics result is [0.87977433], train loss is 0.6487391591072083
At round 184, test loss is: 0.6140, metrics result is [0.8793074], train loss is 0.6464099287986755
At round 185, test loss is: 0.6129, metrics result is [0.8791412], train loss is 0.6452751755714417
At round 186, test loss is: 0.6102, metrics result is [0.8806487], train loss is 0.642662763595581
At round 187, test loss is: 0.6087, metrics result is [0.88026476], train loss is 0.6411069631576538
At round 188, test loss is: 0.6082, metrics result is [0.87950987], train loss is 0.6404054760932922
At round 189, test loss is: 0.6057, metrics result is [0.880334], train loss is 0.638080358505249
At round 190, test loss is: 0.6030, metrics result is [0.88105166], train loss is 0.6349150538444519
At round 191, test loss is: 0.6014, metrics result is [0.88183075], train loss is 0.6337846517562866
At round 192, test loss is: 0.6004, metrics result is [0.8799031], train loss is 0.6327717304229736
At round 193, test loss is: 0.5990, metrics result is [0.8806322], train loss is 0.6315534114837646
At round 194, test loss is: 0.5975, metrics result is [0.88027], train loss is 0.6298720836639404
At round 195, test loss is: 0.5948, metrics result is [0.8810247], train loss is 0.6272321939468384
At round 196, test loss is: 0.5929, metrics result is [0.8817787], train loss is 0.6254035234451294
At round 197, test loss is: 0.5918, metrics result is [0.8815711], train loss is 0.6241031885147095
At round 198, test loss is: 0.5905, metrics result is [0.8819237], train loss is 0.6224601864814758
At round 199, test loss is: 0.5896, metrics result is [0.88173246], train loss is 0.6219257712364197
