At round 0, test loss is: 2.1799, metrics result is [0.21319023], train loss is 2.173804759979248
At round 50, test loss is: 1.1257, metrics result is [0.8314533], train loss is 1.1494141817092896
At round 51, test loss is: 1.1128, metrics result is [0.83231896], train loss is 1.1364150047302246
At round 52, test loss is: 1.1016, metrics result is [0.8358226], train loss is 1.125396728515625
At round 53, test loss is: 1.0885, metrics result is [0.8365291], train loss is 1.1134040355682373
At round 54, test loss is: 1.0782, metrics result is [0.83840364], train loss is 1.1021251678466797
At round 55, test loss is: 1.0668, metrics result is [0.8409865], train loss is 1.0915755033493042
At round 56, test loss is: 1.0550, metrics result is [0.8421083], train loss is 1.0797587633132935
At round 57, test loss is: 1.0438, metrics result is [0.84312737], train loss is 1.0689995288848877
At round 58, test loss is: 1.0333, metrics result is [0.8438423], train loss is 1.058580756187439
At round 59, test loss is: 1.0224, metrics result is [0.8466344], train loss is 1.0475512742996216
At round 60, test loss is: 1.0112, metrics result is [0.84863096], train loss is 1.0375032424926758
At round 61, test loss is: 1.0020, metrics result is [0.84999007], train loss is 1.0288177728652954
At round 62, test loss is: 0.9912, metrics result is [0.8519088], train loss is 1.0179429054260254
At round 63, test loss is: 0.9821, metrics result is [0.85120225], train loss is 1.0082449913024902
At round 64, test loss is: 0.9721, metrics result is [0.8523244], train loss is 0.9986905455589294
At round 65, test loss is: 0.9635, metrics result is [0.8544426], train loss is 0.9902738928794861
At round 66, test loss is: 0.9536, metrics result is [0.8540548], train loss is 0.9807747602462769
At round 67, test loss is: 0.9450, metrics result is [0.8563089], train loss is 0.9726775288581848
At round 68, test loss is: 0.9353, metrics result is [0.8594196], train loss is 0.9631397724151611
At round 69, test loss is: 0.9281, metrics result is [0.8597966], train loss is 0.9552654027938843
At round 70, test loss is: 0.9190, metrics result is [0.86053765], train loss is 0.946403980255127
At round 71, test loss is: 0.9106, metrics result is [0.86052704], train loss is 0.93825364112854
At round 72, test loss is: 0.9023, metrics result is [0.8610423], train loss is 0.9303123950958252
At round 73, test loss is: 0.8934, metrics result is [0.8629601], train loss is 0.9208787679672241
At round 74, test loss is: 0.8877, metrics result is [0.861223], train loss is 0.9154353141784668
At round 75, test loss is: 0.8798, metrics result is [0.8635531], train loss is 0.9083604216575623
At round 76, test loss is: 0.8728, metrics result is [0.8635479], train loss is 0.9010394215583801
At round 77, test loss is: 0.8637, metrics result is [0.8640643], train loss is 0.8926084637641907
At round 78, test loss is: 0.8580, metrics result is [0.86458015], train loss is 0.8868171572685242
At round 79, test loss is: 0.8503, metrics result is [0.86650676], train loss is 0.8788716197013855
At round 80, test loss is: 0.8427, metrics result is [0.86658686], train loss is 0.8714961409568787
At round 81, test loss is: 0.8357, metrics result is [0.86827654], train loss is 0.8651668429374695
At round 82, test loss is: 0.8309, metrics result is [0.86583716], train loss is 0.8598370552062988
At round 83, test loss is: 0.8241, metrics result is [0.86680984], train loss is 0.8532280921936035
At round 84, test loss is: 0.8183, metrics result is [0.86918426], train loss is 0.8478447198867798
At round 85, test loss is: 0.8106, metrics result is [0.86930776], train loss is 0.8396576046943665
At round 86, test loss is: 0.8044, metrics result is [0.8694155], train loss is 0.834347128868103
At round 87, test loss is: 0.7999, metrics result is [0.87125784], train loss is 0.8295267224311829
At round 88, test loss is: 0.7923, metrics result is [0.8720133], train loss is 0.8219841718673706
At round 89, test loss is: 0.7878, metrics result is [0.8725763], train loss is 0.8174001574516296
At round 90, test loss is: 0.7816, metrics result is [0.87275285], train loss is 0.8117910623550415
At round 91, test loss is: 0.7750, metrics result is [0.87356806], train loss is 0.8054322600364685
At round 92, test loss is: 0.7700, metrics result is [0.872617], train loss is 0.8001404404640198
At round 93, test loss is: 0.7652, metrics result is [0.8730949], train loss is 0.7955213785171509
At round 94, test loss is: 0.7608, metrics result is [0.8722147], train loss is 0.7908287644386292
At round 95, test loss is: 0.7543, metrics result is [0.87237716], train loss is 0.7848061323165894
At round 96, test loss is: 0.7504, metrics result is [0.8739047], train loss is 0.7807824611663818
At round 97, test loss is: 0.7437, metrics result is [0.87498194], train loss is 0.7742083668708801
At round 98, test loss is: 0.7400, metrics result is [0.8750008], train loss is 0.7710001468658447
At round 99, test loss is: 0.7335, metrics result is [0.8768858], train loss is 0.7643811106681824
At round 100, test loss is: 0.7303, metrics result is [0.87643325], train loss is 0.7606832385063171
At round 101, test loss is: 0.7254, metrics result is [0.8765864], train loss is 0.7558497786521912
At round 102, test loss is: 0.7217, metrics result is [0.87529355], train loss is 0.7517005205154419
At round 103, test loss is: 0.7160, metrics result is [0.87608635], train loss is 0.7462733387947083
At round 104, test loss is: 0.7113, metrics result is [0.87641686], train loss is 0.7421621084213257
At round 105, test loss is: 0.7085, metrics result is [0.8754444], train loss is 0.7387198805809021
At round 106, test loss is: 0.7041, metrics result is [0.87802434], train loss is 0.7343243956565857
At round 107, test loss is: 0.7000, metrics result is [0.87779826], train loss is 0.7307987213134766
At round 108, test loss is: 0.6957, metrics result is [0.8806485], train loss is 0.7265802025794983
At round 109, test loss is: 0.6904, metrics result is [0.8803784], train loss is 0.7216864824295044
At round 110, test loss is: 0.6866, metrics result is [0.87937033], train loss is 0.7179213166236877
At round 111, test loss is: 0.6829, metrics result is [0.8797272], train loss is 0.7135552763938904
At round 112, test loss is: 0.6787, metrics result is [0.8808822], train loss is 0.7087362408638
At round 113, test loss is: 0.6752, metrics result is [0.8800255], train loss is 0.7063633799552917
At round 114, test loss is: 0.6723, metrics result is [0.8822718], train loss is 0.702736496925354
At round 115, test loss is: 0.6686, metrics result is [0.8796795], train loss is 0.6991001963615417
At round 116, test loss is: 0.6641, metrics result is [0.87976587], train loss is 0.6954087615013123
At round 117, test loss is: 0.6596, metrics result is [0.8817897], train loss is 0.6911203265190125
At round 118, test loss is: 0.6575, metrics result is [0.8808074], train loss is 0.6888300180435181
At round 119, test loss is: 0.6538, metrics result is [0.8827022], train loss is 0.6849724054336548
At round 120, test loss is: 0.6507, metrics result is [0.88308746], train loss is 0.6809107065200806
At round 121, test loss is: 0.6478, metrics result is [0.8811482], train loss is 0.6788259744644165
At round 122, test loss is: 0.6432, metrics result is [0.883658], train loss is 0.674052357673645
At round 123, test loss is: 0.6416, metrics result is [0.88241583], train loss is 0.6720107793807983
At round 124, test loss is: 0.6350, metrics result is [0.88444555], train loss is 0.6668581366539001
At round 125, test loss is: 0.6354, metrics result is [0.8835128], train loss is 0.6666319966316223
At round 126, test loss is: 0.6315, metrics result is [0.88508964], train loss is 0.6629709601402283
At round 127, test loss is: 0.6285, metrics result is [0.88400954], train loss is 0.6590673923492432
At round 128, test loss is: 0.6276, metrics result is [0.8835237], train loss is 0.6583744883537292
At round 129, test loss is: 0.6222, metrics result is [0.8849273], train loss is 0.6537631750106812
At round 130, test loss is: 0.6192, metrics result is [0.8852796], train loss is 0.6503875851631165
At round 131, test loss is: 0.6176, metrics result is [0.88430613], train loss is 0.6482434868812561
At round 132, test loss is: 0.6131, metrics result is [0.88506395], train loss is 0.644453763961792
At round 133, test loss is: 0.6125, metrics result is [0.885029], train loss is 0.6433570384979248
At round 134, test loss is: 0.6076, metrics result is [0.8873375], train loss is 0.6402220726013184
At round 135, test loss is: 0.6064, metrics result is [0.8848964], train loss is 0.6370099186897278
At round 136, test loss is: 0.6034, metrics result is [0.8861728], train loss is 0.6343385577201843
At round 137, test loss is: 0.6007, metrics result is [0.8866367], train loss is 0.6313359141349792
At round 138, test loss is: 0.5987, metrics result is [0.88524574], train loss is 0.6296561360359192
At round 139, test loss is: 0.5949, metrics result is [0.88811564], train loss is 0.6263142228126526
At round 140, test loss is: 0.5938, metrics result is [0.8855302], train loss is 0.6256688237190247
At round 141, test loss is: 0.5913, metrics result is [0.8869391], train loss is 0.6212673187255859
At round 142, test loss is: 0.5894, metrics result is [0.8863005], train loss is 0.6204988956451416
At round 143, test loss is: 0.5870, metrics result is [0.8875914], train loss is 0.6181830763816833
At round 144, test loss is: 0.5836, metrics result is [0.8868338], train loss is 0.6142479181289673
At round 145, test loss is: 0.5818, metrics result is [0.8871508], train loss is 0.6135675311088562
At round 146, test loss is: 0.5780, metrics result is [0.8886555], train loss is 0.6091106534004211
At round 147, test loss is: 0.5757, metrics result is [0.8887637], train loss is 0.6066765785217285
At round 148, test loss is: 0.5757, metrics result is [0.88949037], train loss is 0.6070680022239685
At round 149, test loss is: 0.5722, metrics result is [0.8880565], train loss is 0.6033123731613159
At round 150, test loss is: 0.5707, metrics result is [0.88751334], train loss is 0.6009990572929382
At round 151, test loss is: 0.5674, metrics result is [0.8894011], train loss is 0.5985737442970276
At round 152, test loss is: 0.5680, metrics result is [0.8872071], train loss is 0.5984150171279907
At round 153, test loss is: 0.5646, metrics result is [0.89000463], train loss is 0.5955344438552856
At round 154, test loss is: 0.5624, metrics result is [0.89039576], train loss is 0.593550443649292
At round 155, test loss is: 0.5601, metrics result is [0.88917184], train loss is 0.5912152528762817
At round 156, test loss is: 0.5573, metrics result is [0.8894571], train loss is 0.5876748561859131
At round 157, test loss is: 0.5549, metrics result is [0.8911787], train loss is 0.5856583118438721
At round 158, test loss is: 0.5527, metrics result is [0.8901784], train loss is 0.5831902027130127
At round 159, test loss is: 0.5526, metrics result is [0.8906928], train loss is 0.5831160545349121
At round 160, test loss is: 0.5496, metrics result is [0.8905056], train loss is 0.5800265669822693
At round 161, test loss is: 0.5471, metrics result is [0.89224946], train loss is 0.5778758525848389
At round 162, test loss is: 0.5448, metrics result is [0.89157873], train loss is 0.5767570734024048
At round 163, test loss is: 0.5425, metrics result is [0.8929248], train loss is 0.5731630325317383
At round 164, test loss is: 0.5408, metrics result is [0.8934413], train loss is 0.5729040503501892
At round 165, test loss is: 0.5399, metrics result is [0.89172095], train loss is 0.5710341930389404
At round 166, test loss is: 0.5369, metrics result is [0.89223117], train loss is 0.567798912525177
At round 167, test loss is: 0.5360, metrics result is [0.8919877], train loss is 0.5664750933647156
At round 168, test loss is: 0.5363, metrics result is [0.8908048], train loss is 0.5676073431968689
At round 169, test loss is: 0.5331, metrics result is [0.8914077], train loss is 0.5638867616653442
At round 170, test loss is: 0.5308, metrics result is [0.8927831], train loss is 0.5620123744010925
At round 171, test loss is: 0.5308, metrics result is [0.89372563], train loss is 0.5614047050476074
At round 172, test loss is: 0.5264, metrics result is [0.89323103], train loss is 0.5578539371490479
At round 173, test loss is: 0.5266, metrics result is [0.8940231], train loss is 0.557071328163147
At round 174, test loss is: 0.5241, metrics result is [0.8932362], train loss is 0.5541991591453552
At round 175, test loss is: 0.5228, metrics result is [0.8932034], train loss is 0.553615391254425
At round 176, test loss is: 0.5225, metrics result is [0.8928249], train loss is 0.5524882078170776
At round 177, test loss is: 0.5209, metrics result is [0.8928506], train loss is 0.5515153408050537
At round 178, test loss is: 0.5200, metrics result is [0.89434075], train loss is 0.5509123206138611
At round 179, test loss is: 0.5169, metrics result is [0.8931331], train loss is 0.5477136373519897
At round 180, test loss is: 0.5146, metrics result is [0.89370286], train loss is 0.5453347563743591
At round 181, test loss is: 0.5142, metrics result is [0.8938881], train loss is 0.5444627404212952
At round 182, test loss is: 0.5141, metrics result is [0.8944355], train loss is 0.54392009973526
At round 183, test loss is: 0.5112, metrics result is [0.8940163], train loss is 0.5413370728492737
At round 184, test loss is: 0.5086, metrics result is [0.8943182], train loss is 0.5391625165939331
At round 185, test loss is: 0.5086, metrics result is [0.8941111], train loss is 0.5391817092895508
At round 186, test loss is: 0.5061, metrics result is [0.8948214], train loss is 0.5364515781402588
At round 187, test loss is: 0.5052, metrics result is [0.89619833], train loss is 0.5357745289802551
At round 188, test loss is: 0.5054, metrics result is [0.894129], train loss is 0.535632848739624
At round 189, test loss is: 0.5029, metrics result is [0.89482886], train loss is 0.533311128616333
At round 190, test loss is: 0.5000, metrics result is [0.89590514], train loss is 0.5297814011573792
At round 191, test loss is: 0.4988, metrics result is [0.8961662], train loss is 0.5292763710021973
At round 192, test loss is: 0.4983, metrics result is [0.89571464], train loss is 0.5289421081542969
At round 193, test loss is: 0.4973, metrics result is [0.89664954], train loss is 0.528225839138031
At round 194, test loss is: 0.4969, metrics result is [0.8957666], train loss is 0.5273861885070801
At round 195, test loss is: 0.4938, metrics result is [0.8965271], train loss is 0.5243484973907471
At round 196, test loss is: 0.4924, metrics result is [0.89717424], train loss is 0.52309650182724
At round 197, test loss is: 0.4911, metrics result is [0.89706284], train loss is 0.5213544964790344
At round 198, test loss is: 0.4904, metrics result is [0.89565516], train loss is 0.5201715230941772
At round 199, test loss is: 0.4904, metrics result is [0.8968155], train loss is 0.5209303498268127
