At round 0, test loss is: 2.1687, metrics result is [0.20425667], train loss is 2.1568236351013184
At round 33, test loss is: 0.6479, metrics result is [0.8976919], train loss is 0.6148602962493896
At round 34, test loss is: 0.6349, metrics result is [0.89856166], train loss is 0.6016695499420166
At round 35, test loss is: 0.6226, metrics result is [0.8992396], train loss is 0.5890204906463623
At round 36, test loss is: 0.6107, metrics result is [0.9015896], train loss is 0.5772411227226257
At round 37, test loss is: 0.5991, metrics result is [0.9028026], train loss is 0.5656473636627197
At round 38, test loss is: 0.5885, metrics result is [0.9029364], train loss is 0.5548505187034607
At round 39, test loss is: 0.5785, metrics result is [0.9046623], train loss is 0.5445192456245422
At round 40, test loss is: 0.5689, metrics result is [0.9051993], train loss is 0.5346477627754211
At round 41, test loss is: 0.5594, metrics result is [0.9077927], train loss is 0.5247219204902649
At round 42, test loss is: 0.5504, metrics result is [0.90791917], train loss is 0.5155768394470215
At round 43, test loss is: 0.5411, metrics result is [0.9107565], train loss is 0.5063339471817017
At round 44, test loss is: 0.5322, metrics result is [0.9123026], train loss is 0.49768203496932983
At round 45, test loss is: 0.5240, metrics result is [0.91367835], train loss is 0.4897072911262512
At round 46, test loss is: 0.5162, metrics result is [0.91244644], train loss is 0.48183414340019226
At round 47, test loss is: 0.5090, metrics result is [0.9158901], train loss is 0.4741120934486389
At round 48, test loss is: 0.5014, metrics result is [0.91406024], train loss is 0.46678873896598816
At round 49, test loss is: 0.4953, metrics result is [0.9152442], train loss is 0.4600544273853302
At round 50, test loss is: 0.4883, metrics result is [0.9163783], train loss is 0.4529881775379181
At round 51, test loss is: 0.4821, metrics result is [0.91551965], train loss is 0.4463912546634674
At round 52, test loss is: 0.4763, metrics result is [0.91655314], train loss is 0.44007959961891174
At round 53, test loss is: 0.4696, metrics result is [0.91729057], train loss is 0.4338022470474243
At round 54, test loss is: 0.4640, metrics result is [0.91847235], train loss is 0.4278569519519806
At round 55, test loss is: 0.4589, metrics result is [0.92008233], train loss is 0.4223610758781433
At round 56, test loss is: 0.4535, metrics result is [0.9186143], train loss is 0.4167856276035309
At round 57, test loss is: 0.4480, metrics result is [0.9206069], train loss is 0.4110707938671112
At round 58, test loss is: 0.4424, metrics result is [0.91839594], train loss is 0.40604493021965027
At round 59, test loss is: 0.4388, metrics result is [0.9199317], train loss is 0.4012582302093506
At round 60, test loss is: 0.4331, metrics result is [0.9207794], train loss is 0.39586883783340454
At round 61, test loss is: 0.4277, metrics result is [0.923318], train loss is 0.3912416398525238
At round 62, test loss is: 0.4234, metrics result is [0.9213966], train loss is 0.3864798843860626
At round 63, test loss is: 0.4193, metrics result is [0.9235045], train loss is 0.38209712505340576
At round 64, test loss is: 0.4145, metrics result is [0.92418915], train loss is 0.37766897678375244
At round 65, test loss is: 0.4108, metrics result is [0.92286664], train loss is 0.3734762966632843
At round 66, test loss is: 0.4073, metrics result is [0.92338735], train loss is 0.3692907691001892
At round 67, test loss is: 0.4033, metrics result is [0.92448306], train loss is 0.36528515815734863
At round 68, test loss is: 0.3995, metrics result is [0.92313087], train loss is 0.36147114634513855
At round 69, test loss is: 0.3961, metrics result is [0.9235761], train loss is 0.35753265023231506
At round 70, test loss is: 0.3926, metrics result is [0.9260385], train loss is 0.35392382740974426
At round 71, test loss is: 0.3891, metrics result is [0.92487735], train loss is 0.350286066532135
At round 72, test loss is: 0.3857, metrics result is [0.9240215], train loss is 0.34671905636787415
At round 73, test loss is: 0.3822, metrics result is [0.92567194], train loss is 0.3433414101600647
At round 74, test loss is: 0.3795, metrics result is [0.92597055], train loss is 0.3400709927082062
At round 75, test loss is: 0.3766, metrics result is [0.92676264], train loss is 0.33686742186546326
At round 76, test loss is: 0.3733, metrics result is [0.9281034], train loss is 0.3336779773235321
At round 77, test loss is: 0.3700, metrics result is [0.9280112], train loss is 0.3305468261241913
At round 78, test loss is: 0.3671, metrics result is [0.9279438], train loss is 0.32747939229011536
At round 79, test loss is: 0.3647, metrics result is [0.92832243], train loss is 0.32469668984413147
At round 80, test loss is: 0.3614, metrics result is [0.92884004], train loss is 0.3214685320854187
At round 81, test loss is: 0.3592, metrics result is [0.9284445], train loss is 0.31882742047309875
At round 82, test loss is: 0.3563, metrics result is [0.9298687], train loss is 0.31616076827049255
At round 83, test loss is: 0.3539, metrics result is [0.9298256], train loss is 0.3134377896785736
At round 84, test loss is: 0.3517, metrics result is [0.92788506], train loss is 0.3108975291252136
At round 85, test loss is: 0.3491, metrics result is [0.92970324], train loss is 0.3081839084625244
At round 86, test loss is: 0.3460, metrics result is [0.92978334], train loss is 0.30551499128341675
At round 87, test loss is: 0.3439, metrics result is [0.9300284], train loss is 0.3031202256679535
At round 88, test loss is: 0.3413, metrics result is [0.9306734], train loss is 0.3003908693790436
At round 89, test loss is: 0.3399, metrics result is [0.9287083], train loss is 0.29833701252937317
At round 90, test loss is: 0.3373, metrics result is [0.9297341], train loss is 0.2957955598831177
At round 91, test loss is: 0.3351, metrics result is [0.93175834], train loss is 0.293806791305542
At round 92, test loss is: 0.3336, metrics result is [0.9306363], train loss is 0.29158711433410645
At round 93, test loss is: 0.3310, metrics result is [0.931094], train loss is 0.28907516598701477
At round 94, test loss is: 0.3292, metrics result is [0.93140554], train loss is 0.28693509101867676
At round 95, test loss is: 0.3271, metrics result is [0.9311335], train loss is 0.28481125831604004
At round 96, test loss is: 0.3253, metrics result is [0.93127495], train loss is 0.28282269835472107
At round 97, test loss is: 0.3231, metrics result is [0.93188477], train loss is 0.2809257507324219
At round 98, test loss is: 0.3214, metrics result is [0.9325223], train loss is 0.27875176072120667
At round 99, test loss is: 0.3192, metrics result is [0.9331266], train loss is 0.27683159708976746
At round 100, test loss is: 0.3176, metrics result is [0.9319904], train loss is 0.2747762203216553
At round 101, test loss is: 0.3164, metrics result is [0.93168586], train loss is 0.27298471331596375
At round 102, test loss is: 0.3152, metrics result is [0.9325066], train loss is 0.27116718888282776
At round 103, test loss is: 0.3134, metrics result is [0.9316828], train loss is 0.26929548382759094
At round 104, test loss is: 0.3119, metrics result is [0.93211126], train loss is 0.2674117386341095
At round 105, test loss is: 0.3103, metrics result is [0.93221074], train loss is 0.2656605541706085
At round 106, test loss is: 0.3088, metrics result is [0.93274087], train loss is 0.2640855312347412
At round 107, test loss is: 0.3065, metrics result is [0.93325716], train loss is 0.262134850025177
At round 108, test loss is: 0.3050, metrics result is [0.93276477], train loss is 0.2605845034122467
At round 109, test loss is: 0.3037, metrics result is [0.93421835], train loss is 0.258943647146225
At round 110, test loss is: 0.3022, metrics result is [0.9332207], train loss is 0.25735560059547424
At round 111, test loss is: 0.3012, metrics result is [0.9340625], train loss is 0.2557220458984375
At round 112, test loss is: 0.3002, metrics result is [0.93279517], train loss is 0.2541867196559906
At round 113, test loss is: 0.2986, metrics result is [0.9339098], train loss is 0.2526439428329468
At round 114, test loss is: 0.2970, metrics result is [0.9342567], train loss is 0.25097692012786865
At round 115, test loss is: 0.2958, metrics result is [0.9349652], train loss is 0.2494858354330063
At round 116, test loss is: 0.2944, metrics result is [0.93421507], train loss is 0.2481118142604828
At round 117, test loss is: 0.2926, metrics result is [0.93404317], train loss is 0.24658668041229248
At round 118, test loss is: 0.2907, metrics result is [0.93617177], train loss is 0.2451394498348236
At round 119, test loss is: 0.2895, metrics result is [0.9365883], train loss is 0.24345405399799347
At round 120, test loss is: 0.2890, metrics result is [0.93441164], train loss is 0.24210093915462494
At round 121, test loss is: 0.2878, metrics result is [0.9346083], train loss is 0.24083898961544037
At round 122, test loss is: 0.2868, metrics result is [0.9352921], train loss is 0.23959705233573914
At round 123, test loss is: 0.2855, metrics result is [0.9357969], train loss is 0.23823881149291992
At round 124, test loss is: 0.2835, metrics result is [0.93697184], train loss is 0.23660854995250702
At round 125, test loss is: 0.2831, metrics result is [0.93605965], train loss is 0.23548507690429688
At round 126, test loss is: 0.2816, metrics result is [0.936986], train loss is 0.23404721915721893
At round 127, test loss is: 0.2809, metrics result is [0.93647486], train loss is 0.23286229372024536
At round 128, test loss is: 0.2798, metrics result is [0.9365742], train loss is 0.2315908819437027
At round 129, test loss is: 0.2785, metrics result is [0.9363281], train loss is 0.2303418517112732
At round 130, test loss is: 0.2771, metrics result is [0.93756056], train loss is 0.22915247082710266
At round 131, test loss is: 0.2763, metrics result is [0.9374298], train loss is 0.2279767096042633
At round 132, test loss is: 0.2750, metrics result is [0.9374002], train loss is 0.22673839330673218
At round 133, test loss is: 0.2741, metrics result is [0.9373841], train loss is 0.22562767565250397
At round 134, test loss is: 0.2724, metrics result is [0.9394863], train loss is 0.22462581098079681
At round 135, test loss is: 0.2719, metrics result is [0.9379804], train loss is 0.22332026064395905
At round 136, test loss is: 0.2712, metrics result is [0.9366728], train loss is 0.22228792309761047
At round 137, test loss is: 0.2703, metrics result is [0.9386978], train loss is 0.22117923200130463
At round 138, test loss is: 0.2697, metrics result is [0.93666303], train loss is 0.2200695276260376
At round 139, test loss is: 0.2689, metrics result is [0.937236], train loss is 0.21899624168872833
At round 140, test loss is: 0.2673, metrics result is [0.9377025], train loss is 0.21780890226364136
At round 141, test loss is: 0.2671, metrics result is [0.93758523], train loss is 0.2167966067790985
At round 142, test loss is: 0.2664, metrics result is [0.93706805], train loss is 0.21581627428531647
At round 143, test loss is: 0.2654, metrics result is [0.9378539], train loss is 0.21492870151996613
At round 144, test loss is: 0.2648, metrics result is [0.9368522], train loss is 0.21381665766239166
At round 145, test loss is: 0.2633, metrics result is [0.938161], train loss is 0.21276825666427612
At round 146, test loss is: 0.2630, metrics result is [0.9373292], train loss is 0.21185658872127533
At round 147, test loss is: 0.2620, metrics result is [0.9376633], train loss is 0.21076495945453644
At round 148, test loss is: 0.2612, metrics result is [0.93748444], train loss is 0.20989879965782166
At round 149, test loss is: 0.2601, metrics result is [0.93847597], train loss is 0.20886863768100739
At round 150, test loss is: 0.2597, metrics result is [0.9377512], train loss is 0.20790177583694458
At round 151, test loss is: 0.2585, metrics result is [0.9376773], train loss is 0.20703355967998505
At round 152, test loss is: 0.2578, metrics result is [0.9385692], train loss is 0.2059652954339981
At round 153, test loss is: 0.2572, metrics result is [0.9391123], train loss is 0.2052743136882782
At round 154, test loss is: 0.2556, metrics result is [0.939666], train loss is 0.20414157211780548
At round 155, test loss is: 0.2549, metrics result is [0.9399922], train loss is 0.2032347172498703
At round 156, test loss is: 0.2547, metrics result is [0.9392934], train loss is 0.2023397982120514
At round 157, test loss is: 0.2535, metrics result is [0.9400032], train loss is 0.2015765905380249
At round 158, test loss is: 0.2528, metrics result is [0.940731], train loss is 0.20061224699020386
At round 159, test loss is: 0.2522, metrics result is [0.9399899], train loss is 0.19978640973567963
At round 160, test loss is: 0.2516, metrics result is [0.9396637], train loss is 0.19897612929344177
At round 161, test loss is: 0.2508, metrics result is [0.93979526], train loss is 0.19807365536689758
At round 162, test loss is: 0.2499, metrics result is [0.9405049], train loss is 0.19721916317939758
At round 163, test loss is: 0.2492, metrics result is [0.94019806], train loss is 0.19635109603405
At round 164, test loss is: 0.2480, metrics result is [0.94156283], train loss is 0.19561663269996643
At round 165, test loss is: 0.2479, metrics result is [0.9402589], train loss is 0.19477532804012299
At round 166, test loss is: 0.2472, metrics result is [0.94006044], train loss is 0.19403736293315887
At round 167, test loss is: 0.2463, metrics result is [0.94119173], train loss is 0.1932176798582077
At round 168, test loss is: 0.2461, metrics result is [0.94054884], train loss is 0.19246624410152435
At round 169, test loss is: 0.2451, metrics result is [0.9403484], train loss is 0.1916879415512085
At round 170, test loss is: 0.2450, metrics result is [0.93902284], train loss is 0.19099849462509155
At round 171, test loss is: 0.2438, metrics result is [0.9397288], train loss is 0.19004778563976288
At round 172, test loss is: 0.2434, metrics result is [0.94085985], train loss is 0.1893722116947174
At round 173, test loss is: 0.2428, metrics result is [0.94136536], train loss is 0.18854932487010956
At round 174, test loss is: 0.2425, metrics result is [0.939839], train loss is 0.18786974251270294
At round 175, test loss is: 0.2415, metrics result is [0.9408783], train loss is 0.1870657354593277
At round 176, test loss is: 0.2414, metrics result is [0.9404864], train loss is 0.1864752173423767
At round 177, test loss is: 0.2402, metrics result is [0.94178444], train loss is 0.1856367439031601
At round 178, test loss is: 0.2395, metrics result is [0.9414937], train loss is 0.1851549744606018
At round 179, test loss is: 0.2393, metrics result is [0.9407777], train loss is 0.18427914381027222
At round 180, test loss is: 0.2388, metrics result is [0.9399649], train loss is 0.18352240324020386
At round 181, test loss is: 0.2384, metrics result is [0.94099563], train loss is 0.1828855574131012
At round 182, test loss is: 0.2376, metrics result is [0.9409783], train loss is 0.18222670257091522
At round 183, test loss is: 0.2370, metrics result is [0.9405758], train loss is 0.18148209154605865
At round 184, test loss is: 0.2366, metrics result is [0.940691], train loss is 0.1807440221309662
At round 185, test loss is: 0.2360, metrics result is [0.9412855], train loss is 0.18011049926280975
At round 186, test loss is: 0.2360, metrics result is [0.94102967], train loss is 0.1794206202030182
At round 187, test loss is: 0.2359, metrics result is [0.9416299], train loss is 0.17877443134784698
At round 188, test loss is: 0.2353, metrics result is [0.9412521], train loss is 0.17815153300762177
At round 189, test loss is: 0.2345, metrics result is [0.9418843], train loss is 0.1775294691324234
At round 190, test loss is: 0.2341, metrics result is [0.94174486], train loss is 0.17674009501934052
At round 191, test loss is: 0.2333, metrics result is [0.9410452], train loss is 0.1760278344154358
At round 192, test loss is: 0.2330, metrics result is [0.9415436], train loss is 0.17559659481048584
At round 193, test loss is: 0.2324, metrics result is [0.94165695], train loss is 0.17486226558685303
At round 194, test loss is: 0.2323, metrics result is [0.9413289], train loss is 0.17437279224395752
At round 195, test loss is: 0.2311, metrics result is [0.9433609], train loss is 0.17372244596481323
At round 196, test loss is: 0.2307, metrics result is [0.94254416], train loss is 0.17307479679584503
At round 197, test loss is: 0.2302, metrics result is [0.9430764], train loss is 0.17247165739536285
At round 198, test loss is: 0.2298, metrics result is [0.943071], train loss is 0.1718645542860031
At round 199, test loss is: 0.2296, metrics result is [0.94218045], train loss is 0.17142921686172485
